Sales 2016,Bin,Bin,Frequency,Sales 2017,Bin,Bin,Frequency,Sales 2018,Bin,Bin,Frequency,Sales 2019,Bin,Bin,Frequency
22.96,,,,7.38,,,,128.4,,,,76.776,,,
587.97,,,,438.368,,,,61.96,,,,89.95,,,
14.94,,,,139.944,,,,17.92,,,,54.816,,,
13.28,,,,133.472,,,,1319.96,,,,41.424,,,
25.5,,,,39.66,,,,21.552,,,,36.792,,,
305.9745,,,,113.92,,,,58.24,,,,56.56,,,
40.096,,,,447.86,,,,80.28,,,,36.96,,,
4.72,,,,265.86,,,,179.94,,,,17.52,,,
23.976,,,,67.96,,,,26.85,,,,155.88,,,
479.984,,,,10.92,,,,323.37,,,,285.576,,,
479.9,,,,83.9,,,,59.94,,,,11.54,,,
177,,,,19.75,,,,64.14,,,,849.95,,,
14.576,,,,393.54,,,,11.67,,,,11.01,,,
1261.33,,,,180.016,,,,12.96,,,,95.984,,,
130.464,,,,41.552,,,,455.97,,,,271.96,,,
23.472,,,,13.12,,,,10.44,,,,1439.982,,,
6.57,,,,1117.92,,,,5.214,,,,36.288,,,
61.96,,,,163.136,,,,383.64,,,,54.896,,,
1.344,,,,6.408,,,,56.52,,,,186.54,,,
12.42,,,,217.584,,,,8,,,,183.372,,,
124.41,,,,5.43,,,,34.05,,,,51.75,,,
88.768,,,,143.976,,,,352.38,,,,123.96,,,
19.68,,,,883.84,,,,14.16,,,,99.87,,,
26.632,,,,230.352,,,,79.92,,,,39.816,,,
247.84,,,,6.129,,,,17.088,,,,16.06,,,
9.912,,,,643.136,,,,98.392,,,,16.52,,,
8.16,,,,20.736,,,,117.96,,,,7.968,,,
657.93,,,,11.696,,,,21.3,,,,8.784,,,
9.24,,,,35.88,,,,1040.8,,,,3.318,,,
4007.84,,,,17.64,,,,29.34,,,,13.76,,,
141.96,,,,129.93,,,,499.95,,,,151.056,,,
21.4,,,,69.93,,,,3.04,,,,125.88,,,
12.6,,,,140.736,,,,201.96,,,,79.78,,,
145.98,,,,21.488,,,,68.64,,,,133.2,,,
1023.936,,,,239.976,,,,100,,,,145.74,,,
479.04,,,,34.504,,,,359.98,,,,15.4,,,
8.64,,,,20.104,,,,815.292,,,,115.296,,,
15.12,,,,3.798,,,,10.528,,,,824.95,,,
60.312,,,,7.88,,,,7.04,,,,24.64,,,
44.672,,,,98.376,,,,45.24,,,,227.88,,,
292.1,,,,22.38,,,,18.688,,,,70.12,,,
179.97,,,,98.46,,,,11.648,,,,79.992,,,
559.71,,,,358.58,,,,112.776,,,,11.68,,,
37.84,,,,8.016,,,,377.45,,,,104.8,,,
5.472,,,,11.12,,,,15.936,,,,159.96,,,
8.544,,,,14.832,,,,28.68,,,,13.76,,,
424.116,,,,4.98,,,,21.44,,,,63.96,,,
392.94,,,,131.376,,,,511.056,,,,244.55,,,
2.892,,,,5.344,,,,18.656,,,,119.448,,,
381.72,,,,2003.92,,,,11.088,,,,118.16,,,
137.54,,,,32.4,,,,66.688,,,,707.88,,,
730.2,,,,1913.4,,,,99.488,,,,11.952,,,
1279.968,,,,146.73,,,,14.62,,,,31.128,,,
1856.19,,,,114.2,,,,53.984,,,,55.76,,,
1025.88,,,,2567.84,,,,389.97,,,,24.56,,,
603.92,,,,602.651,,,,12.96,,,,51.75,,,
99.98,,,,7.656,,,,20.44,,,,207.184,,,
381.44,,,,559.93,,,,109.92,,,,1473.1,,,
191.88,,,,55.984,,,,6.38,,,,70.08,,,
176.772,,,,24.588,,,,6.48,,,,121.3,,,
251.964,,,,491.55,,,,71.088,,,,1454.49,,,
6.368,,,,7.38,,,,11.84,,,,177.2,,,
257.98,,,,23.66,,,,40.752,,,,29.664,,,
92.52,,,,681.408,,,,139.96,,,,9.184,,,
795.408,,,,623.96,,,,12.96,,,,153.584,,,
45,,,,2.48,,,,38.376,,,,12.864,,,
119.976,,,,221.024,,,,249.584,,,,477.51,,,
155.372,,,,128.058,,,,68.112,,,,25.92,,,
319.968,,,,479.988,,,,16.56,,,,20.736,,,
11.43,,,,11.808,,,,44.4,,,,542.94,,,
30.44,,,,53.568,,,,20.65,,,,54.92,,,
12.96,,,,503.96,,,,866.4,,,,17.52,,,
16,,,,21.34,,,,481.32,,,,1779.9,,,
32.67,,,,15.51,,,,6.384,,,,219.9,,,
6.28,,,,146.82,,,,60.144,,,,299.99,,,
95.1,,,,12.96,,,,23.968,,,,192.16,,,
21.36,,,,824.97,,,,638.288,,,,242.624,,,
10.688,,,,5.904,,,,13.208,,,,46.74,,,
237.096,,,,621.76,,,,15.528,,,,174.95,,,
14.94,,,,44.43,,,,104.85,,,,100.704,,,
151.72,,,,226.2,,,,12.192,,,,31.44,,,
120.712,,,,186.54,,,,87.168,,,,83.79,,,
489.92,,,,265.86,,,,31.744,,,,59.52,,,
19.44,,,,27.9,,,,132.224,,,,31.92,,,
16.68,,,,31.08,,,,581.96,,,,17.544,,,
155.35,,,,366.744,,,,29.98,,,,36.024,,,
187.98,,,,205.164,,,,6.264,,,,272.048,,,
10.68,,,,12.828,,,,363.92,,,,1614.582,,,
18.464,,,,598.458,,,,109.92,,,,24.32,,,
611.058,,,,25.984,,,,19.44,,,,1.584,,,
46.384,,,,12.144,,,,11.16,,,,31.984,,,
362.92,,,,79.36,,,,4.672,,,,14.76,,,
21.728,,,,106.32,,,,104.58,,,,423.648,,,
35.168,,,,163.44,,,,1603.136,,,,5.76,,,
719.952,,,,42.76,,,,1293.488,,,,16.68,,,
755.944,,,,51.55,,,,127.95,,,,418.296,,,
11.98,,,,479.952,,,,192.16,,,,97.84,,,
0.898,,,,212.64,,,,801.568,,,,1801.632,,,
34.74,,,,10.02,,,,368.91,,,,50.4,,,
833.94,,,,144.12,,,,885.528,,,,13.428,,,
12.96,,,,7.23,,,,28.28,,,,67.136,,,
25.92,,,,17.44,,,,4912.59,,,,895.92,,,
111.15,,,,62.88,,,,25.06,,,,462.564,,,
22.32,,,,290.352,,,,38.432,,,,102.93,,,
533.94,,,,971.88,,,,21.568,,,,98.16,,,
167.94,,,,53.088,,,,81.576,,,,5.552,,,
23.88,,,,275.88,,,,71.12,,,,8.016,,,
26.46,,,,157.9,,,,259.96,,,,74.592,,,
49.12,,,,222.384,,,,31.56,,,,16.784,,,
15,,,,16,,,,24.704,,,,38.864,,,
194.7,,,,11.96,,,,59.7,,,,4416.174,,,
1218.735,,,,138,,,,14.52,,,,23.36,,,
2.84,,,,6.08,,,,104.184,,,,71.976,,,
40.776,,,,16.4,,,,46.53,,,,8.56,,,
52.792,,,,25.92,,,,313.176,,,,13.92,,,
3499.93,,,,8.82,,,,25.4,,,,2518.29,,,
14.4,,,,62.496,,,,177.48,,,,540.57,,,
122.97,,,,339.96,,,,71.976,,,,221.056,,,
9.32,,,,49.568,,,,211.168,,,,40.48,,,
122.94,,,,119.98,,,,676.55,,,,9.94,,,
5.248,,,,989.97,,,,154.9,,,,107.424,,,
38.256,,,,339.96,,,,30.56,,,,37.91,,,
40.24,,,,63.98,,,,770.352,,,,88.02,,,
29.925,,,,2541.98,,,,81.98,,,,200.064,,,
148.704,,,,20.24,,,,387.72,,,,21.38,,,
1.98,,,,77.24,,,,12.96,,,,6.744,,,
19.44,,,,64.75,,,,185.58,,,,323.1,,,
6.642,,,,1.872,,,,77.56,,,,843.9,,,
539.92,,,,11.214,,,,87.92,,,,1496.16,,,
6.096,,,,37.376,,,,245.94,,,,2793.528,,,
7.44,,,,67.36,,,,8.6,,,,1000.02,,,
604.752,,,,54.528,,,,504.9,,,,65.94,,,
335.72,,,,843.9,,,,64.96,,,,9.912,,,
251.944,,,,449.568,,,,13.52,,,,10.782,,,
52.96,,,,5.76,,,,458.43,,,,23.18,,,
1299.99,,,,116.4,,,,387.136,,,,387.99,,,
106.96,,,,4.608,,,,328.59,,,,2.296,,,
275.952,,,,10.272,,,,14.9,,,,19.44,,,
725.344,,,,509.9575,,,,4158.912,,,,102.72,,,
333,,,,122.91,,,,17.34,,,,239.12,,,
19.3,,,,97.568,,,,71.98,,,,40.29,,,
251.91,,,,722.352,,,,18.48,,,,17.22,,,
195.64,,,,9.144,,,,9.84,,,,226.56,,,
14.94,,,,23.136,,,,21.12,,,,107.88,,,
799.92,,,,99.2,,,,42.6,,,,25.92,,,
199.9,,,,46.9,,,,113.94,,,,35.96,,,
397.6,,,,18.9,,,,129.92,,,,866.4,,,
88.8,,,,569.64,,,,5.28,,,,35,,,
319.968,,,,9.14,,,,14.368,,,,37.24,,,
41.94,,,,1196.86,,,,692.94,,,,15.28,,,
13.698,,,,523.26,,,,173.488,,,,17.12,,,
250.26,,,,639.968,,,,11.952,,,,431.968,,,
70.368,,,,52.76,,,,28,,,,129.92,,,
6.58,,,,538.92,,,,12.201,,,,568.728,,,
89.97,,,,3.576,,,,2.068,,,,117.144,,,
42.208,,,,147.184,,,,83.84,,,,203.52,,,
10.98,,,,29.9,,,,468.9,,,,51.75,,,
7.86,,,,2249.91,,,,72.48,,,,277.4,,,
51.45,,,,1053.164,,,,10.95,,,,25.16,,,
37.056,,,,106.68,,,,191.82,,,,91.92,,,
25.06,,,,221.96,,,,6.216,,,,83.88,,,
411.332,,,,236,,,,23.616,,,,388.704,,,
25.92,,,,2625.12,,,,24.032,,,,572.58,,,
360,,,,17.94,,,,2.088,,,,33.18,,,
2807.84,,,,422.856,,,,4.488,,,,32.088,,,
6.12,,,,127.764,,,,6,,,,4305.552,,,
58.2,,,,128.744,,,,1.908,,,,237.096,,,
58.05,,,,225.576,,,,1474.802,,,,22.752,,,
71.28,,,,9.54,,,,110.096,,,,6.672,,,
8.448,,,,5.81,,,,16.752,,,,210.008,,,
20.388,,,,5.76,,,,1537.074,,,,314.532,,,
25.584,,,,14.91,,,,449.372,,,,4367.896,,,
464,,,,850.5,,,,41.904,,,,49.568,,,
235.95,,,,75.33,,,,2279.96,,,,161.376,,,
39.96,,,,325.632,,,,14.94,,,,2.784,,,
166.44,,,,23.344,,,,327.996,,,,8.72,,,
18.84,,,,16.52,,,,161.28,,,,24.672,,,
8.128,,,,892.224,,,,192.8,,,,3.744,,,
909.72,,,,1548.99,,,,32.064,,,,646.272,,,
129.552,,,,19.872,,,,201.584,,,,10.368,,,
66.96,,,,19.56,,,,354.9,,,,192.16,,,
6.24,,,,80.96,,,,81.54,,,,9.728,,,
659.97,,,,25.92,,,,167.28,,,,3.424,,,
113.73,,,,40.08,,,,772.68,,,,25.696,,,
57.23,,,,59.94,,,,34.248,,,,130.98,,,
81.92,,,,259.98,,,,3.52,,,,71.98,,,
674.058,,,,170.98,,,,403.92,,,,64.96,,,
45.84,,,,38.97,,,,799.56,,,,53.72,,,
57.68,,,,154.9,,,,563.92,,,,1488.424,,,
271.9,,,,446.068,,,,235.152,,,,63.84,,,
9.82,,,,186.732,,,,51.016,,,,347.97,,,
883.92,,,,3812.97,,,,25.248,,,,37.008,,,
126.624,,,,26.424,,,,56.686,,,,5.952,,,
58.36,,,,625.99,,,,125.7,,,,2.896,,,
30.816,,,,87.8,,,,191.98,,,,198.46,,,
40.7,,,,29.6,,,,20.86,,,,321.92,,,
302.376,,,,1.938,,,,110.376,,,,879.984,,,
39.96,,,,59.52,,,,55.176,,,,28.4,,,
53.72,,,,17.48,,,,57.576,,,,230.28,,,
5.97,,,,13.168,,,,26.336,,,,116.28,,,
60.72,,,,179.886,,,,11.744,,,,841.568,,,
41.376,,,,17.52,,,,25.35,,,,354.9,,,
8187.65,,,,35.12,,,,442.372,,,,5.184,,,
269.36,,,,25.488,,,,28.85,,,,14.336,,,
30.672,,,,7.56,,,,12.42,,,,12.672,,,
1079.976,,,,60.84,,,,428.4,,,,1119.888,,,
47.79,,,,450.04,,,,24.75,,,,120.576,,,
6.48,,,,34.6,,,,87.71,,,,35.168,,,
15.52,,,,467.97,,,,69.52,,,,1137.75,,,
77.92,,,,33.02,,,,20.784,,,,99.68,,,
239.84,,,,17.088,,,,12.816,,,,5.56,,,
471.9,,,,3.008,,,,304.9,,,,25.344,,,
3.52,,,,74.52,,,,563.24,,,,26.72,,,
36.44,,,,7.152,,,,661.176,,,,21.81,,,
23.976,,,,8.568,,,,239.976,,,,91.6,,,
123.552,,,,32.4,,,,17.584,,,,47.36,,,
170.97,,,,97.88,,,,104.784,,,,27.44,,,
111.93,,,,307.168,,,,47.952,,,,3.24,,,
4.344,,,,26.9,,,,650.352,,,,9.408,,,
275.49,,,,12,,,,629.184,,,,148.02,,,
4.928,,,,720.064,,,,15.176,,,,10.744,,,
1.788,,,,25.424,,,,47.04,,,,8.376,,,
15.072,,,,2.816,,,,339.96,,,,229.544,,,
12.624,,,,3.204,,,,156.512,,,,638.73,,,
169.45,,,,90.882,,,,38.08,,,,6.672,,,
40.68,,,,63.936,,,,113.568,,,,689.408,,,
23.744,,,,59.52,,,,4.928,,,,659.9,,,
51.56,,,,311.976,,,,14.76,,,,569.568,,,
48.84,,,,50.352,,,,299.975,,,,149.73,,,
214.95,,,,13.12,,,,158.376,,,,6.208,,,
1007.944,,,,241.568,,,,14.62,,,,193.95,,,
122.94,,,,479.92,,,,5.76,,,,114.9,,,
35.448,,,,307.136,,,,21.48,,,,19.99,,,
19.98,,,,12.6,,,,396.92,,,,22.92,,,
25.68,,,,159.98,,,,17.15,,,,7.58,,,
12.384,,,,154.9,,,,23.12,,,,498.26,,,
58.416,,,,1871.88,,,,108.576,,,,314.6,,,
6.528,,,,9.96,,,,5.984,,,,283.56,,,
2.862,,,,17.9,,,,21.96,,,,15.072,,,
20.856,,,,81.96,,,,368.97,,,,1199.8,,,
7.98,,,,272.736,,,,12.39,,,,1928.78,,,
73.584,,,,18.496,,,,332.94,,,,352.38,,,
137.352,,,,441.92,,,,8399.976,,,,12.192,,,
10.776,,,,127.764,,,,6.294,,,,6.57,,,
603.92,,,,5.04,,,,10.368,,,,23.1,,,
431.136,,,,76.64,,,,122.382,,,,11.54,,,
911.984,,,,4.464,,,,34.7,,,,254.526,,,
674.352,,,,3.96,,,,99.87,,,,12.98,,,
23.92,,,,344.372,,,,37.94,,,,26.432,,,
10.99,,,,22.848,,,,24.9,,,,197.97,,,
32.4,,,,5.984,,,,82.26,,,,18.9,,,
59.2,,,,861.76,,,,13.28,,,,1282.41,,,
39.88,,,,33.36,,,,2079.4,,,,4.92,,,
79.44,,,,519.792,,,,629.95,,,,238,,,
87.08,,,,31.176,,,,72.42,,,,167.97,,,
105.584,,,,10.368,,,,871.8,,,,17.12,,,
102.13,,,,2.724,,,,289.568,,,,9.4,,,
27.36,,,,254.352,,,,39.72,,,,74,,,
20.56,,,,3.762,,,,244.768,,,,201.584,,,
83.92,,,,10.272,,,,5.304,,,,10.9,,,
4.984,,,,5.104,,,,19.136,,,,79.92,,,
10.896,,,,4.896,,,,332.832,,,,146.82,,,
76.12,,,,145.764,,,,10.08,,,,16,,,
310.688,,,,9.612,,,,59.994,,,,5.588,,,
7.68,,,,263.96,,,,5.715,,,,235.92,,,
129.3,,,,299.94,,,,9.42,,,,40.68,,,
6.048,,,,25.76,,,,1999.96,,,,18.72,,,
6.848,,,,541.24,,,,419.9,,,,236.528,,,
338.352,,,,106.32,,,,3.15,,,,215.976,,,
8.552,,,,1323.9,,,,11.96,,,,1577.94,,,
136.96,,,,125.944,,,,563.4,,,,11.696,,,
1679.96,,,,210.68,,,,319.92,,,,43.1,,,
10.68,,,,78.8,,,,6.68,,,,511.5,,,
176.8,,,,19.99,,,,8.34,,,,147.92,,,
149.97,,,,772.68,,,,101.94,,,,42.616,,,
17.34,,,,47.952,,,,179.97,,,,24.448,,,
302.376,,,,0.984,,,,33.568,,,,5.96,,,
134.01,,,,75.384,,,,5.94,,,,82.56,,,
59.52,,,,4.608,,,,45.36,,,,284.97,,,
79.512,,,,37.68,,,,211.168,,,,419.4,,,
18.62,,,,892.35,,,,484.704,,,,90.801,,,
49.632,,,,307.666,,,,371.976,,,,181.764,,,
97.82,,,,728.82,,,,19.296,,,,5.56,,,
12.96,,,,41.36,,,,239.666,,,,239.666,,,
127.984,,,,43.176,,,,22.5,,,,108.4,,,
772.47,,,,4.16,,,,219.84,,,,8.904,,,
719.976,,,,61.4,,,,698.352,,,,100.8,,,
998.85,,,,24.448,,,,1747.25,,,,10.192,,,
5.67,,,,239.97,,,,54.48,,,,16.784,,,
764.688,,,,16.02,,,,199.99,,,,13.12,,,
10.368,,,,27.42,,,,564.195,,,,91.96,,,
99.98,,,,165.98,,,,87.168,,,,1322.352,,,
66.96,,,,75,,,,219.84,,,,12.96,,,
17.248,,,,146.544,,,,47.97,,,,43.176,,,
11.88,,,,131.904,,,,415.176,,,,825.174,,,
35.44,,,,203.88,,,,35.232,,,,17.76,,,
4.32,,,,14.301,,,,54.96,,,,6.912,,,
14.94,,,,718.64,,,,519.68,,,,8.256,,,
40.54,,,,39.92,,,,273.92,,,,25.56,,,
7.312,,,,77.58,,,,30,,,,4.368,,,
475.944,,,,5.76,,,,25.92,,,,11.52,,,
3610.848,,,,8.26,,,,159.92,,,,487.984,,,
15.56,,,,2973.32,,,,34.944,,,,5.56,,,
254.9745,,,,104.79,,,,10.47,,,,217.85,,,
43.31,,,,775.728,,,,11.07,,,,19.04,,,
174.95,,,,2.934,,,,20.704,,,,54.32,,,
826,,,,18.528,,,,50.496,,,,13.344,,,
12.39,,,,670.752,,,,113.76,,,,1478.272,,,
5.7,,,,72.78,,,,579.51,,,,14.82,,,
12.54,,,,36.84,,,,150.66,,,,421.1,,,
7.3,,,,87.71,,,,48.032,,,,97.184,,,
29,,,,293.52,,,,121.96,,,,10.368,,,
47.496,,,,307.98,,,,8.74,,,,30.384,,,
94.99,,,,96.96,,,,61.96,,,,11.808,,,
48.94,,,,117.488,,,,7.96,,,,88.074,,,
22.66,,,,11.952,,,,275.24,,,,2.78,,,
9.24,,,,512.499,,,,253.764,,,,147.184,,,
118.16,,,,277.5,,,,29.24,,,,89.568,,,
29.99,,,,1252.704,,,,35.168,,,,71.96,,,
8.016,,,,110.97,,,,1362.9,,,,15.552,,,
3.38,,,,7.824,,,,7.712,,,,47.94,,,
4.71,,,,170.072,,,,4.176,,,,37.68,,,
94.428,,,,19.44,,,,38.88,,,,279.944,,,
3.52,,,,7.38,,,,93.456,,,,478.08,,,
79.968,,,,6.048,,,,344.94,,,,73.008,,,
87.96,,,,98.352,,,,14.76,,,,1577.94,,,
344.91,,,,335.744,,,,12.76,,,,7.857,,,
186.304,,,,8.96,,,,58.48,,,,29.24,,,
64.96,,,,67.15,,,,8.32,,,,15.552,,,
14.62,,,,549.98,,,,9.98,,,,4.896,,,
22.55,,,,11.82,,,,35.445,,,,13.48,,,
583.8,,,,4643.8,,,,269.97,,,,25.16,,,
211.168,,,,577.764,,,,45.12,,,,126.56,,,
1799.97,,,,191.5155,,,,100.8,,,,19.76,,,
5.544,,,,2.624,,,,47.968,,,,113.52,,,
18.9,,,,1369.764,,,,32.48,,,,135.3,,,
26.72,,,,294.368,,,,17499.95,,,,161.568,,,
33.488,,,,6.336,,,,735.98,,,,81.568,,,
386.34,,,,10.48,,,,34.37,,,,80.96,,,
70.95,,,,2.469,,,,33.96,,,,455.712,,,
65.568,,,,3.264,,,,197.97,,,,25.98,,,
111.79,,,,70.97,,,,146.04,,,,16.9,,,
67.15,,,,36.784,,,,27.88,,,,39.96,,,
123.92,,,,11.212,,,,20.7,,,,765.625,,,
136.53,,,,4.712,,,,11.34,,,,258.528,,,
11.12,,,,180.98,,,,67.9,,,,9.096,,,
101.994,,,,60.416,,,,1059.12,,,,116.832,,,
18.264,,,,13.092,,,,32.04,,,,85.2,,,
8.64,,,,3.424,,,,55.992,,,,42.616,,,
8.56,,,,43.056,,,,76.864,,,,319.984,,,
213.48,,,,600.53,,,,1565.88,,,,45.92,,,
67.88,,,,59.904,,,,106.05,,,,21.184,,,
763.28,,,,637.44,,,,12.672,,,,20.736,,,
6.16,,,,51.756,,,,91.96,,,,213.43,,,
24.672,,,,10.332,,,,254.97,,,,61.68,,,
22.72,,,,4.928,,,,31.984,,,,158.376,,,
164.88,,,,11.784,,,,2887.056,,,,65.12,,,
10.95,,,,180.96,,,,12.96,,,,141.372,,,
13.97,,,,45.04,,,,47.52,,,,3.036,,,
8.544,,,,31.4,,,,11.952,,,,4.503,,,
8.56,,,,9.48,,,,25.06,,,,4.672,,,
39.128,,,,209.5,,,,1652.94,,,,95.88,,,
139.93,,,,24.3,,,,1001.584,,,,17.024,,,
5.76,,,,6.48,,,,28.8,,,,258.696,,,
8.952,,,,87.36,,,,18.9,,,,1931.958,,,
579.95,,,,56.16,,,,93.68,,,,628.81,,,
29.12,,,,64.784,,,,21.93,,,,56.45,,,
8.226,,,,15.552,,,,862.344,,,,8.832,,,
102.24,,,,223.888,,,,19.98,,,,177.536,,,
15.24,,,,16.24,,,,84.272,,,,258.48,,,
119.96,,,,77.55,,,,479.72,,,,14.136,,,
445.802,,,,10.744,,,,523.92,,,,17.48,,,
25.71,,,,232.4,,,,36.4,,,,6.368,,,
1793.98,,,,164.646,,,,51.75,,,,6.56,,,
44.46,,,,22.68,,,,10.2,,,,243.92,,,
241.568,,,,110.528,,,,22.32,,,,47.52,,,
66.03,,,,10.944,,,,24.1,,,,99.87,,,
3.36,,,,45.584,,,,75.98,,,,9.856,,,
27.936,,,,25.488,,,,6.46,,,,25.92,,,
28.784,,,,7.5,,,,60.12,,,,66.112,,,
322.192,,,,46.688,,,,24.85,,,,159.96,,,
2.946,,,,17.94,,,,59.98,,,,31.104,,,
19.136,,,,370.14,,,,24.1,,,,11.176,,,
828.84,,,,9.952,,,,8.78,,,,17.712,,,
119.8,,,,1035.8,,,,376.74,,,,4.86,,,
32.4,,,,60.736,,,,29.52,,,,6.258,,,
36.4,,,,479.976,,,,11.96,,,,147.168,,,
5.95,,,,6.08,,,,26.4,,,,362.352,,,
315.2,,,,15.984,,,,12.96,,,,7.184,,,
15.18,,,,184.752,,,,25.83,,,,16.2,,,
18.336,,,,175.23,,,,33.9,,,,33.99,,,
180.96,,,,125.99,,,,28.14,,,,296.85,,,
408.744,,,,23,,,,36,,,,112.8,,,
138.56,,,,17.52,,,,92.94,,,,13.71,,,
65.52,,,,35.76,,,,245.646,,,,24.9,,,
3.928,,,,9.82,,,,55.008,,,,286.29,,,
1202.94,,,,18.312,,,,35.232,,,,24.18,,,
13.36,,,,25.92,,,,9.248,,,,762.594,,,
103.92,,,,8.016,,,,15.552,,,,18.76,,,
47.992,,,,33.568,,,,209.6,,,,14.88,,,
35.016,,,,422.625,,,,23.32,,,,85.056,,,
39.96,,,,39,,,,30.98,,,,2.78,,,
1432,,,,12.6,,,,119.96,,,,37.056,,,
41.04,,,,24.64,,,,363.92,,,,259.896,,,
1013.832,,,,6.264,,,,35.808,,,,34.504,,,
56.568,,,,14.432,,,,122.688,,,,184.66,,,
1403.92,,,,447.944,,,,892.136,,,,12.96,,,
6.72,,,,150.408,,,,50.22,,,,22.18,,,
946.764,,,,24.56,,,,83.42,,,,2054.272,,,
17.496,,,,51.968,,,,5.872,,,,10.528,,,
29.46,,,,121.104,,,,27.792,,,,20.544,,,
162.89,,,,111.96,,,,38.88,,,,32.36,,,
2177.584,,,,15.696,,,,1.964,,,,406.6,,,
8.624,,,,70.26,,,,82.656,,,,177.568,,,
14.94,,,,90,,,,9.248,,,,19.44,,,
9.64,,,,6.096,,,,4.448,,,,71.28,,,
1819.86,,,,481.176,,,,5.184,,,,1471.96,,,
51.9,,,,7.24,,,,175.92,,,,79.96,,,
64.96,,,,31.504,,,,4.752,,,,10.272,,,
2244.48,,,,5.04,,,,13.344,,,,512.19,,,
255.85,,,,39.879,,,,54.9,,,,1.556,,,
455.1,,,,4.712,,,,22.911,,,,143.952,,,
48.91,,,,97.424,,,,309.456,,,,19.44,,,
9.84,,,,21.968,,,,19.456,,,,67.9,,,
34.5,,,,619.152,,,,472.518,,,,195.68,,,
6.56,,,,127.904,,,,1012.68,,,,14.2,,,
14.88,,,,17.12,,,,17.22,,,,8.36,,,
263.96,,,,3.552,,,,146.688,,,,39.9,,,
25.44,,,,359.499,,,,276.784,,,,90.86,,,
2.992,,,,4.728,,,,25.32,,,,94.85,,,
20.064,,,,53.352,,,,19.648,,,,45.36,,,
146.73,,,,131.104,,,,25.98,,,,45.78,,,
18.75,,,,22.512,,,,3.28,,,,166.44,,,
117.576,,,,72.744,,,,459.88,,,,15.92,,,
109.92,,,,52.59,,,,7.76,,,,19.05,,,
68.48,,,,10.74,,,,71.96,,,,70.95,,,
1676.88,,,,11.032,,,,54.9,,,,56.7,,,
45.528,,,,53.04,,,,9.28,,,,3.882,,,
662.88,,,,17.12,,,,1685.88,,,,12.585,,,
424.272,,,,59.94,,,,5.728,,,,113.372,,,
1.344,,,,3050.376,,,,17.94,,,,18.312,,,
83.92,,,,133.98,,,,13.89,,,,127.936,,,
629.95,,,,5.344,,,,16.45,,,,241.17,,,
190.848,,,,1.696,,,,19.92,,,,942.784,,,
51.968,,,,24.588,,,,35.168,,,,74.352,,,
75.18,,,,7.98,,,,123.088,,,,1079.85,,,
30.98,,,,288,,,,92.94,,,,70.98,,,
1349.91,,,,26.88,,,,52.56,,,,29.95,,,
242.352,,,,10.896,,,,87.92,,,,589.41,,,
574.91,,,,29.304,,,,5.98,,,,8.56,,,
8.448,,,,55.328,,,,69.52,,,,11.56,,,
10.368,,,,1227.9984,,,,89.97,,,,895.944,,,
11.952,,,,46.62,,,,40,,,,31.872,,,
16.784,,,,266.352,,,,203.976,,,,35.56,,,
8.88,,,,307.98,,,,674.352,,,,323.976,,,
4.836,,,,44.1,,,,5.388,,,,39.99,,,
395,,,,13.12,,,,30.976,,,,16.28,,,
192.186,,,,16.56,,,,1350.12,,,,782.94,,,
1325.76,,,,38.88,,,,15.92,,,,242.48,,,
572.16,,,,335.52,,,,19.54,,,,2357.488,,,
22.24,,,,6.912,,,,116.76,,,,369.544,,,
14.62,,,,10.56,,,,331.023,,,,184.752,,,
48.36,,,,39.96,,,,756.8,,,,163.96,,,
8.608,,,,1217.568,,,,2.912,,,,218.352,,,
144.6,,,,74.24,,,,20.736,,,,529.9,,,
15.992,,,,159.84,,,,9.568,,,,99.3,,,
34.44,,,,2.892,,,,30.18,,,,108.96,,,
321.552,,,,9.392,,,,51.648,,,,2.688,,,
19.456,,,,55.6,,,,11.232,,,,47.4,,,
17.28,,,,617.976,,,,110.376,,,,512.96,,,
13.16,,,,31.05,,,,151.62,,,,395.94,,,
3.828,,,,8.92,,,,30.8,,,,81.96,,,
304.99,,,,209.6,,,,113.6,,,,31.744,,,
238,,,,111.04,,,,12.96,,,,12.42,,,
26.7,,,,38.88,,,,69.456,,,,38.62,,,
40.2,,,,36.27,,,,341.991,,,,59.98,,,
13.89,,,,192.72,,,,43.96,,,,295.056,,,
689.82,,,,239.97,,,,39.76,,,,300.904,,,
9.264,,,,2676.672,,,,9.216,,,,8.82,,,
91.056,,,,494.97,,,,68.52,,,,5.98,,,
54.208,,,,25.06,,,,364.74,,,,17.568,,,
323.976,,,,182.72,,,,47.4,,,,55.992,,,
15.552,,,,99.2,,,,49.76,,,,20.736,,,
32.592,,,,609.98,,,,5.56,,,,71.976,,,
99.98,,,,211.372,,,,629.1,,,,22.512,,,
75.88,,,,239.976,,,,14.7,,,,3.444,,,
53.316,,,,204.85,,,,45.36,,,,538.194,,,
64.784,,,,135.984,,,,125.99,,,,47.984,,,
12.645,,,,16.4,,,,89.568,,,,20.544,,,
4.032,,,,92.96,,,,315.776,,,,17.9,,,
17.472,,,,1.72,,,,273.666,,,,18,,,
104.58,,,,77.952,,,,17.48,,,,12.96,,,
34.2,,,,95.97,,,,20.608,,,,723.92,,,
22.98,,,,105.584,,,,4.095,,,,106.32,,,
319.968,,,,9.344,,,,35.984,,,,10.776,,,
