Sales 2016,Moving Average,Sales 2017,Moving Average,Sales 2018,Moving Average,Sales 2019,Moving Average,,,,,,,
9.184,20.217,212.64,316.7825,23.472,225.642,15.58,31.079,,,,,,,
3785.292,965.235,9.87,307.91,86.058,237.3685,14.7,32.654,,,,,,,
1502.376,1337.229,53.25,84.43,108.784,58.5745,14.13,13.9925,,,,,,,
340.116,1409.242,19.92,73.92,10.272,57.1465,122.97,41.845,,,,,,,
357,1496.196,8.26,22.825,38.19,60.826,280.792,108.148,,,,,,,
20.46,554.988,29.84,27.8175,134.85,73.024,68.448,121.585,,,,,,,
239.976,239.388,67.98,31.5,659.9,210.803,88.04,140.0625,,,,,,,
14.19,157.9065,61.06,41.785,1684.752,629.423,15.872,113.288,,,,,,,
475.944,187.6425,35.544,48.606,559.92,759.8555,215.592,96.988,,,,,,,
8.134,184.561,22.368,46.738,279.944,796.129,3.76,80.816,,,,,,,
46.688,136.239,25.99,36.2405,359.976,721.148,37.94,68.291,,,,,,,
638.82,292.3965,113.52,49.3555,241.332,360.293,18.288,68.895,,,,,,,
289.24,245.7205,359.88,130.4395,5.184,221.609,385.8,111.447,,,,,,,
69.456,261.051,13.12,128.1275,145.544,188.009,102.96,136.247,,,,,,,
13.128,252.661,69.576,139.024,5.472,99.383,174.42,170.367,,,,,,,
344.91,179.1835,4.224,111.7,47.984,51.046,61.44,181.155,,,,,,,
142.4,142.4735,58.08,36.25,1424.9,405.975,4.572,85.848,,,,,,,
44.84,136.3195,52.416,46.074,835.17,578.3815,91.2,82.908,,,,,,,
464.292,249.1105,54.92,42.41,17.34,581.3485,452.94,152.538,,,,,,,
14.016,166.387,364.95,132.5915,6.368,570.9445,19.04,141.938,,,,,,,
9.96,133.277,85.056,139.3355,48.848,226.9315,13.128,144.077,,,,,,,
35.04,130.827,27.696,133.1555,19.648,23.051,64.14,137.312,,,,,,,
103.936,40.738,24.96,125.6655,255.108,82.493,858.24,238.637,,,,,,,
4.6,38.384,43.13,45.2105,159.984,120.897,17.088,238.149,,,,,,,
35.168,44.686,5.64,25.3565,22.14,114.22,63.92,250.847,,,,,,,
4.448,37.038,37.94,27.9175,11.277,112.12725,71.976,252.806,,,,,,,
5.184,12.35,42.8,32.3775,4.448,49.46225,19.44,43.106,,,,,,,
15.552,15.088,33.63,30.0025,44.76,20.65625,8.856,41.048,,,,,,,
14.56,9.936,195.64,77.5025,7.872,17.08925,164.736,66.252,,,,,,,
52.512,21.952,239.9,127.9925,88.04,36.28,470.302,165.8335,,,,,,,
186.912,67.384,463.248,233.1045,40.635,45.32675,47.984,172.9695,,,,,,,
10.048,66.008,383.952,320.685,13.48,37.50675,181.86,216.2205,,,,,,,
232.55,120.5055,10.512,274.403,29.8,42.98875,291.136,247.8205,,,,,,,
49.98,119.8725,70.008,231.93,414,124.47875,47.976,142.239,,,,,,,
19.44,78.0045,77.6,135.518,41.328,124.652,19.56,135.133,,,,,,,
12.96,78.7325,464.85,155.7425,39.92,131.262,4.26,90.733,,,,,,,
35.34,29.43,35.96,162.1045,287.968,195.804,44.4,29.049,,,,,,,
68.46,34.05,14.952,148.3405,2799.96,792.294,84.55,38.1925,,,,,,,
2799.96,729.18,12.536,132.0745,48.94,794.197,17.94,37.7875,,,,,,,
601.3,876.265,1.08,16.132,257.499,848.59175,119.96,66.7125,,,,,,,
16.99,871.6775,4.512,8.27,79.12,796.37975,239.976,115.6065,,,,,,,
287.97,926.555,16.776,8.726,637.896,255.86375,31.168,102.261,,,,,,,
44.82,237.77,1268.82,322.797,287.91,315.60625,120.96,128.016,,,,,,,
1214.85,391.1575,283.92,393.507,36.6,260.3815,2239.936,658.01,,,,,,,
2.688,387.582,5.68,393.799,236.88,299.8215,76.608,617.168,,,,,,,
6.6,317.2395,12.96,392.845,29.9,147.8225,142.776,645.07,,,,,,,
887.103,527.81025,85.9,97.115,100,100.845,91.36,637.67,,,,,,,
3.9,225.07275,2.512,26.763,18.693,96.36825,698.352,252.274,,,,,,,
12.84,227.61075,18.864,30.059,383.952,133.13625,77.728,252.554,,,,,,,
15.84,229.92075,467.04,143.579,68.112,142.68925,14.016,220.364,,,,,,,
73.915,26.62375,128.85,154.3165,39.992,127.68725,301.96,273.014,,,,,,,
62.94,41.38375,8.4,155.7885,13.14,126.299,180.66,143.591,,,,,,,
535.41,172.02625,199.98,201.0675,10.024,32.817,191.98,172.154,,,,,,,
617.7,322.49125,110.98,112.0525,156.3728,54.8822,65.99,185.1475,,,,,,,
85.96,325.5025,717.12,259.12,60.048,59.8962,1212.96,412.8975,,,,,,,
13.12,313.0475,21.36,262.36,5.022,57.8667,18.54,372.3675,,,,,,,
45.66,190.61,6.688,214.037,302.384,130.9567,16.68,328.5425,,,,,,,
158.13,75.7175,773.94,379.777,20.952,97.1015,19.44,316.905,,,,,,,
43.6,65.1275,7.24,202.307,11.784,85.0355,192.16,61.705,,,,,,,
164.22,102.9025,55.936,210.951,20.7,88.955,5.936,58.554,,,,,,,
81.98,111.9825,18.432,213.887,10.95,16.0965,479.952,174.372,,,,,,,
362.94,163.185,20.32,25.482,14.352,14.4465,23.92,175.492,,,,,,,
493.43,275.6425,714.3,202.247,4.312,12.5785,51.312,140.28,,,,,,,
631.782,392.533,2321.9,768.738,1219.96,312.3935,155.25,177.6085,,,,,,,
32.97,380.2805,17.94,768.615,6.924,311.387,14.03,61.128,,,,,,,
107.648,316.4575,9.522,765.9155,18.9,312.524,12.224,58.204,,,,,,,
196.776,242.294,791.964,785.3315,38.088,320.968,2.304,45.952,,,,,,,
2.92,85.0785,4.923,206.08725,2.808,16.68,9.36,9.4795,,,,,,,
801.568,277.228,687.4,373.45225,12.84,18.159,146.352,42.56,,,,,,,
83.88,271.286,199.836,421.03075,14.2,16.984,3404.5,890.629,,,,,,,
21.864,227.558,716,402.03975,12.96,10.702,101.34,915.388,,,,,,,
8.544,228.964,221.06,456.074,58.34,24.585,917.9235,1142.528875,,,,,,,
105.52,54.952,18.54,288.859,46.35,32.9625,38.88,1115.660875,,,,,,,
15.84,37.942,24.4,245,81.94,49.8975,74.352,283.123875,,,,,,,
44.4,43.576,398.4,165.6,98.16,71.1975,97.82,282.243875,,,,,,,
17.904,45.916,7.056,112.099,9.99,59.11,103.12,78.543,,,,,,,
97.44,43.896,1352.3976,445.5634,24.7,53.6975,11.184,71.619,,,,,,,
182.112,85.464,26.4,446.0634,394.816,131.9165,153.584,91.427,,,,,,,
579.528,219.246,41.88,356.9334,18.192,111.9245,2.264,67.538,,,,,,,
435.999,323.76975,43.98,366.1644,128.4,141.527,0.444,41.869,,,,,,,
6.63,301.06725,377.97,122.5575,1.964,135.843,146.176,75.617,,,,,,,
300.5328,330.67245,123.96,146.9475,22.48,42.759,760.116,227.25,,,,,,,
421.372,291.13345,62.8,152.1775,11.416,41.065,38.784,236.38,,,,,,,
500.24,307.1937,20.736,146.3665,149.97,46.4575,122.328,266.851,,,,,,,
1.632,305.9442,5.792,53.322,27.81,52.919,6.888,232.029,,,,,,,
267.96,297.801,466.158,138.8715,88.08,69.319,457.485,156.37125,,,,,,,
145.568,228.85,10.312,125.7495,751.92,254.445,129.3,179.00025,,,,,,,
8,105.79,2.556,121.2045,196.784,266.1485,11.568,151.31025,,,,,,,
64.704,121.558,51.45,132.619,863.128,474.978,50.32,162.16825,,,,,,,
20.12,59.598,19.152,20.8675,3.564,453.849,24.56,53.937,,,,,,,
896.99,247.4535,40.032,28.2975,956.6648,505.0352,239.97,81.6045,,,,,,,
23.34,251.2885,16.776,31.8525,12.588,458.9862,9.82,81.1675,,,,,,,
348.488,322.2345,66.36,35.58,171.96,286.1942,149.95,106.075,,,,,,,
172.736,360.3885,17.496,35.166,207.76,337.2432,51.312,112.763,,,,,,,
22.5,141.766,34.44,33.768,9099.93,2373.0595,31.104,60.5465,,,,,,,
9.96,138.421,629.93,187.0565,9.96,2372.4025,5.248,59.4035,,,,,,,
213.08,104.569,79.056,190.2305,25.3,2335.7375,4.464,23.032,,,,,,,
585.552,207.773,107.976,212.8505,59.752,2298.7355,32.4,18.304,,,,,,,
21.98,207.643,8.096,206.2645,7.752,25.691,503.96,136.518,,,,,,,
15.36,208.993,119.9,78.757,33.568,31.593,17.92,139.686,,,,,,,
21.184,161.019,28.4,66.093,9.21,27.5705,41.256,148.884,,,,,,,
87.54,36.516,212.94,92.334,18,17.1325,82.4,161.384,,,,,,,
11.96,34.011,105.584,116.706,631.782,173.14,6.24,36.954,,,,,,,
603.92,181.151,68.72,103.911,60.72,179.928,447.84,144.434,,,,,,,
357.93,265.3375,170.352,139.399,111.96,205.6155,37.608,143.522,,,,,,,
15.216,247.2565,3.408,87.016,104.9,227.3405,10.332,125.505,,,,,,,
331.96,327.2565,37.68,70.04,39.68,79.315,31.155,131.73375,,,,,,,
337.088,260.5485,258.576,117.504,51.75,77.0725,8.928,22.00575,,,,,,,
16.272,175.134,75.84,93.876,103.968,75.0745,3.036,13.36275,,,,,,,
19.36,176.17,1801.632,543.432,43.92,59.8295,487.96,132.76975,,,,,,,
13.98,96.675,748.752,721.2,25.032,56.1675,21.744,130.417,,,,,,,
19.05,17.1655,199.96,706.546,70.368,60.822,95.92,152.165,,,,,,,
204.6,64.2475,1516.2,1066.636,59.96,49.82,385.6,247.806,,,,,,,
16.176,63.4515,104.23,642.2855,361.376,129.184,35.82,134.771,,,,,,,
409.272,162.2745,70.26,472.6625,199.9,172.901,276.69,198.5075,,,,,,,
19.44,162.372,9.26,424.9875,901.95,380.7965,172.764,217.7185,,,,,,,
1.869,111.68925,105.98,72.4325,971.5,608.6815,182.994,167.067,,,,,,,
23.472,113.51325,1.24,46.685,11.328,521.1695,10.272,160.68,,,,,,,
7.36,13.03525,20.7,34.295,9.08,473.4645,2.88,92.2275,,,,,,,
41.4,18.52525,28.9,39.205,314.55,326.6145,102.93,74.769,,,,,,,
67.176,34.852,27.18,19.505,4.91,84.967,71.04,46.7805,,,,,,,
32.896,37.208,465.18,135.49,20,87.135,5.344,45.5485,,,,,,,
22.776,41.062,36.63,139.4725,7.98,86.86,11.304,47.6545,,,,,,,
43.68,41.632,20.768,137.4395,24.1,14.2475,871.4,239.772,,,,,,,
57.4,39.188,12.576,133.7885,8.75,15.2075,148.48,259.132,,,,,,,
2.672,31.632,182.91,63.221,842.94,220.9425,400.784,357.992,,,,,,,
16.656,30.102,99.372,78.9065,2.182,219.493,83.76,376.106,,,,,,,
252,82.182,33.568,82.1065,27.384,220.314,4.54,159.391,,,,,,,
36.288,76.904,715.2,257.7625,26.406,224.728,15.92,126.251,,,,,,,
6.16,77.776,6.16,213.575,10.368,16.585,543.92,162.035,,,,,,,
98.376,98.206,36.84,197.942,23.68,21.9595,526.45,272.7075,,,,,,,
29.94,42.691,51.588,202.447,109.95,42.601,431.928,379.5545,,,,,,,
17.472,37.987,16.9,27.872,965.85,277.462,239.97,435.567,,,,,,,
36.738,45.6315,25.08,32.602,29.2,282.17,358.2,389.137,,,,,,,
179.94,66.0225,6.68,25.062,32.4,284.35,545.916,394.0035,,,,,,,
2348.82,645.7425,31.92,20.145,25.4,263.2125,13.872,289.4895,,,,,,,
13.12,644.6545,26.976,22.664,43.96,32.74,273.552,297.885,,,,,,,
117.36,664.81,244.55,77.5315,1279.165,345.23125,272.94,276.57,,,,,,,
18.94,624.56,12.24,78.9215,27.92,344.11125,102.368,165.683,,,,,,,
55.984,51.351,13.98,74.4365,15.26,341.57625,28.4,169.315,,,,,,,
14.48,51.691,899.95,292.68,43.32,341.41625,713.88,279.397,,,,,,,
199.98,72.346,31.95,239.53,43.584,32.521,68.52,228.292,,,,,,,
15.24,71.421,32.34,244.555,116.28,54.611,191.646,250.6115,,,,,,,
258.279,121.99475,39.9,251.035,9.296,53.12,20.07,248.529,,,,,,,
144.96,154.61475,15.552,29.9355,19.44,47.15,19.44,74.919,,,,,,,
143.432,140.47775,347.361,108.78825,314.55,114.8915,126.3,89.364,,,,,,,
17.46,141.03275,10.368,103.29525,12.96,89.0615,1287.45,363.315,,,,,,,
122.352,107.051,36.288,102.39225,23.2,92.5375,1295.78,682.2425,,,,,,,
31.776,78.755,150.384,136.10025,37.3,97.0025,362.94,768.1175,,,,,,,
28.8,50.097,1640.7,459.435,81.96,38.855,11.54,739.4275,,,,,,,
2.94,46.467,270,524.343,54.792,49.313,312.552,495.703,,,,,,,
57.408,30.231,99.6,540.171,10.784,46.209,5.184,173.054,,,,,,,
118,51.787,62.296,518.149,290.98,109.629,895.92,306.299,,,,,,,
589.41,191.9395,10.71,110.6515,21.4,94.489,130.71,336.0915,,,,,,,
15.84,195.1645,3.592,44.0495,48.664,92.957,11.68,260.8735,,,,,,,
1049.93,443.295,7.656,21.0635,16.56,94.401,62.31,275.155,,,,,,,
154.9,452.52,145.9,41.9645,2.296,22.23,638.82,210.88,,,,,,,
535.41,439.02,239.97,99.2795,408.006,118.8815,30.69,185.875,,,,,,,
129.92,467.54,160.32,138.4615,40.44,116.8255,25.16,189.245,,,,,,,
99.2,229.8575,128.85,168.76,56.82,126.8905,21.392,179.0155,,,,,,,
2.624,191.7885,37.94,141.77,657.93,290.799,307.314,96.139,,,,,,,
122.352,88.524,79.96,101.7675,33.48,197.1675,409.9992,190.9663,,,,,,,
47.984,68.04,17.43,66.045,13.9,190.5325,75.792,203.6243,,,,,,,
11.64,46.15,6.16,35.3725,26.86,183.0425,1044.63,459.4338,,,,,,,
5.94,46.979,56.3,39.9625,25.632,24.968,248.57,444.7478,,,,,,,
331.536,99.275,6.48,21.5925,23.616,22.502,22.23,347.8055,,,,,,,
13.92,90.759,1325.85,348.6975,8.26,21.092,1001.584,579.2535,,,,,,,
247.716,149.778,14.94,350.8925,17.76,18.817,569.058,460.3605,,,,,,,
46.872,160.011,10.9,339.5425,302.384,88.005,14.224,401.774,,,,,,,
63.47,92.9945,68.62,355.0775,146.352,118.689,19.52,401.0965,,,,,,,
3.16,90.3045,590.352,171.203,7.9,118.599,435.999,259.70025,,,,,,,
1999.96,528.3655,7.78,169.413,902.712,339.837,204.95,168.67325,,,,,,,
333.576,600.0415,53.04,179.948,53.97,277.7335,1085.42,436.47225,,,,,,,
30.48,591.794,443.92,273.773,33.92,249.6255,443.92,542.57225,,,,,,,
433.568,699.396,152.8,164.385,31.36,255.4905,169.99,476.07,,,,,,,
1395.54,548.291,17.94,166.925,47.616,41.7165,25.92,431.3125,,,,,,,
8.92,467.127,192.22,201.72,23.48,34.094,163.96,200.9475,,,,,,,
18.9,464.232,355.36,179.58,62.79,41.3115,5.232,91.2755,,,,,,,
77.52,375.22,140.376,176.474,28.44,40.5815,23.99,54.7755,,,,,,,
1298.55,350.9725,98.352,196.577,77.55,48.065,287.97,120.288,,,,,,,
801.568,549.1345,275.058,217.2865,24.88,48.415,9.552,81.686,,,,,,,
272.848,612.6215,27.36,135.2865,140.75,67.905,167.968,122.37,,,,,,,
279.96,663.2315,44.75,111.38,36.63,69.9525,273.896,184.8465,,,,,,,
12.912,341.822,134.99,120.5395,1599.92,450.545,597.132,262.137,,,,,,,
17.088,145.702,26.4,58.375,11.09,447.0975,545.85,396.2115,,,,,,,
93.15,100.7775,542.94,187.27,145.764,448.351,32.896,362.4435,,,,,,,
11.52,33.6675,79.44,195.9425,434.646,547.855,215.148,347.7565,,,,,,,
26.136,36.9735,357.93,251.6775,3,148.625,30.96,206.2135,,,,,,,
9.64,35.1115,127.764,277.0185,7.506,147.729,59.98,84.746,,,,,,,
3.912,12.802,2799.944,841.2695,16.56,115.428,2395.2,675.322,,,,,,,
7.632,11.83,19.44,826.2695,79.92,26.7465,1687.8,1043.485,,,,,,,
245.98,66.791,619.95,891.7745,69.98,43.4915,7.992,1037.743,,,,,,,
447.86,176.346,29.16,867.1235,283.14,112.4,258.9,1087.473,,,,,,,
17.94,179.853,57.96,181.6275,635.96,267.25,24.56,494.813,,,,,,,
245.88,239.415,29.403,184.11825,118.99,277.0175,129.39,105.2105,,,,,,,
14.352,181.508,8.72,31.31075,272.94,327.7575,87.92,125.1925,,,,,,,
55.92,83.523,91.176,46.81475,29.61,264.375,24,66.4675,,,,,,,
44.4,90.138,159.968,72.31675,863.928,321.367,102.3,85.9025,,,,,,,
21.4,34.018,899.91,289.9435,241.92,352.0995,332.028,136.562,,,,,,,
11.56,33.32,946.344,524.3495,163.88,324.8345,11.394,117.4305,,,,,,,
1628.82,426.545,5.56,502.9455,3.486,318.3035,15.552,115.3185,,,,,,,
7.31,417.2725,46.152,474.4915,10.584,104.9675,31.104,97.5195,,,,,,,
15.384,415.7685,32.985,257.76025,440.91,154.715,6.316,16.0915,,,,,,,
183.372,458.7215,1448.82,383.37925,8.712,115.923,79.96,33.233,,,,,,,
59.98,66.5115,353.88,470.45925,65.17,131.344,2.946,30.0815,,,,,,,
25.92,71.164,3.15,459.70875,14.62,132.353,16.056,26.3195,,,,,,,
45.92,78.798,22.72,457.1425,173.24,65.4355,239.24,84.5505,,,,,,,
10.5,35.58,14.91,98.665,14.73,66.94,122.136,95.0945,,,,,,,
5.312,21.913,1158.12,299.725,9.888,53.1195,17.472,98.726,,,,,,,
545.88,151.903,599.99,448.935,671.544,217.3505,252,157.712,,,,,,,
575.928,284.405,71.976,461.249,15.576,177.9345,87.21,119.7045,,,,,,,
7.78,283.725,2.21,458.074,658.746,338.9385,15.552,93.0585,,,,,,,
123.92,313.377,15.52,172.424,25.35,342.804,683.988,259.6875,,,,,,,
657.93,341.3895,36.44,31.5365,35.28,183.738,13.392,200.0355,,,,,,,
4.992,198.6555,15.984,17.5385,33.4,188.194,16.776,182.427,,,,,,,
87.92,218.6905,105.52,43.366,837.6,232.9075,527.92,310.519,,,,,,,
605.34,339.0455,91.96,62.476,40.68,236.74,5.94,141.007,,,,,,,
328.59,256.7105,1487.976,425.36,5.904,229.396,7.56,139.549,,,,,,,
32.06,263.4775,19.44,426.224,13.712,224.474,24.56,141.495,,,,,,,
409.59,343.895,11.672,402.762,11.952,18.062,12.96,12.755,,,,,,,
19.86,197.525,519.96,509.762,6.24,9.452,145.9,47.745,,,,,,,
591.32,263.2075,64.2,153.818,8.67,10.1435,198.46,95.47,,,,,,,
25.92,261.6725,38.52,158.588,25.71,13.143,786.48,285.95,,,,,,,
91.36,182.115,72.6,173.82,57.582,24.5505,23.168,288.502,,,,,,,
93.888,200.622,83.7,64.755,31.104,30.7665,50,264.527,,,,,,,
5.214,54.0955,32.4,56.805,30.192,36.147,75.18,233.707,,,,,,,
129.92,80.0955,47.98,59.17,43.6,40.6195,15.84,41.047,,,,,,,
63.92,73.2355,415.968,145.012,4.768,27.416,86.376,56.849,,,,,,,
19.44,54.6235,304.9,200.312,10.38,22.235,18.24,48.909,,,,,,,
55.48,67.19,80.96,212.452,13.392,18.035,13.12,33.394,,,,,,,
91.92,57.69,777.21,394.7595,380.058,102.1495,83.92,50.414,,,,,,,
7.08,43.48,32.4,298.8675,1199.976,400.9515,141.9,64.295,,,,,,,
11.36,41.46,225.568,279.0345,48.576,410.5005,39.98,69.73,,,,,,,
36.4,36.69,36.6,267.9445,17.94,411.6375,28.91,73.6775,,,,,,,
3.152,14.498,715.64,252.552,44.856,327.837,174.95,96.435,,,,,,,
616.998,166.9775,795.51,443.3295,30.345,35.42925,52.76,74.15,,,,,,,
19.432,168.9955,549.99,524.435,127.554,55.17375,1.08,64.425,,,,,,,
153.824,198.3515,74.76,533.975,77.952,70.17675,8.84,59.4075,,,,,,,
49.408,209.9155,29.22,362.37,13.776,62.40675,58.464,30.286,,,,,,,
146.352,92.254,33.488,171.8645,5.553,56.20875,228.92,74.326,,,,,,,
14.76,91.086,23.04,40.127,14.96,28.06025,526.45,205.6685,,,,,,,
11.76,55.57,1.362,21.7775,1793.98,457.06725,274.8,272.1585,,,,,,,
17.67,47.6355,14.76,18.1625,20.368,458.71525,195.64,306.4525,,,,,,,
323.976,92.0415,301.96,85.2805,49.848,469.789,257.98,313.7175,,,,,,,
11.808,91.3035,7.968,81.5125,2.214,466.6025,119.04,211.865,,,,,,,
26.16,94.9035,11.736,84.106,182.67,63.775,18.84,147.875,,,,,,,
33.57,98.8785,45.68,91.836,101.7,84.108,298.464,173.581,,,,,,,
1604.9,419.1095,24.192,22.394,1126.02,353.151,41.91,119.5635,,,,,,,
385.686,512.579,14.9,24.127,1263.3,668.4225,8.67,91.971,,,,,,,
7.16,507.829,87.71,43.1205,8.82,624.96,132.6,120.411,,,,,,,
4.224,500.4925,199.764,81.6415,37.94,609.02,30.32,53.375,,,,,,,
49.568,111.6595,94.6,99.2435,4.2,328.565,1287.45,364.76,,,,,,,
142.488,50.86,4228.704,1152.6945,227.28,69.56,168.1,404.6175,,,,,,,
15.552,52.958,2003.92,1631.747,47.9,79.33,71.952,389.4555,,,,,,,
7.64,53.812,209.97,1634.2985,61.96,85.335,29.8,389.3255,,,,,,,
88.776,63.614,659.9,1775.6235,1117.92,363.765,3.816,68.417,,,,,,,
18.24,32.552,110.96,746.1875,26.352,313.533,39.594,36.2905,,,,,,,
2.394,29.2625,67.8,262.1575,173.94,345.043,91.008,41.0545,,,,,,,
58.32,41.9325,25.9,216.14,231.98,387.548,360.38,123.6995,,,,,,,
200.97,69.981,414.96,154.905,96.08,132.088,13.56,126.1355,,,,,,,
3.488,66.293,109.764,154.606,11.68,128.42,4.448,117.349,,,,,,,
143.856,101.6585,68.52,154.786,4.36,86.025,276.69,163.7695,,,,,,,
1421.664,442.4945,74.94,167.046,12.42,31.135,4.96,74.9145,,,,,,,
1.044,392.513,2548.56,700.446,61.192,22.413,71.92,89.5045,,,,,,,
33.552,400.029,271.44,740.865,67.84,36.453,18.84,93.1025,,,,,,,
1737.18,798.36,287.88,795.705,7.764,37.304,140.97,59.1725,,,,,,,
704.25,619.0065,15.24,780.78,207.984,86.195,470.376,175.5265,,,,,,,
141.76,654.1855,19.568,148.532,36.112,79.925,9.248,159.8585,,,,,,,
36.36,654.8875,310.392,158.27,35.568,71.857,1889.946,627.635,,,,,,,
24.588,226.7395,238.152,145.838,88.768,92.108,62.04,607.9025,,,,,,,
13.984,54.173,16.146,146.0645,12.9,43.337,396.92,589.5385,,,,,,,
31.68,26.653,1345.485,477.54375,20.568,39.451,239.456,647.0905,,,,,,,
151.92,55.543,57.75,414.38325,4.356,31.648,13.12,177.884,,,,,,,
196.62,98.551,272.4,422.94525,19.04,14.216,26.55,169.0115,,,,,,,
144.12,131.085,142.04,454.41875,84.84,32.201,310.443,147.39225,,,,,,,
15.96,127.155,14.67,121.715,15.552,30.947,6.56,89.16825,,,,,,,
7.752,91.113,1199.96,407.2675,1325.76,361.298,7.83,87.84575,,,,,,,
15.28,45.778,12.6,342.3175,3.108,357.315,41.9,91.68325,,,,,,,
65.97,26.2405,17.94,311.2925,109.592,363.503,664.146,180.109,,,,,,,
66.58,38.8955,23.904,313.601,56.7,373.79,8.96,180.709,,,,,,,
68.704,54.1335,88.96,35.851,69.5,59.725,179.94,223.7365,,,,,,,
43.92,61.2935,152.688,70.873,191.6,106.848,872.94,431.4965,,,,,,,
29.7,52.226,3.488,67.26,10.56,82.09,12.96,268.7,,,,,,,
67.194,52.3795,5.888,62.756,72.64,86.075,71.372,284.303,,,,,,,
25.248,41.5155,29.22,47.821,772.47,261.8175,2.912,240.046,,,,,,,
89.34,52.8705,6.48,11.269,39.92,223.8975,242.352,82.399,,,,,,,
40.08,55.4655,13.632,13.805,212.94,274.4925,7.904,81.135,,,,,,,
35.98,47.662,20.96,17.573,26.49,262.955,269.98,130.787,,,,,,,
5.96,42.84,27.696,17.192,67.71,86.765,99.9,155.034,,,,,,,
83.92,41.485,73.164,33.863,129.92,109.265,39.08,104.216,,,,,,,
51.016,44.219,115.44,59.315,467.46,172.895,479.984,222.236,,,,,,,
945.036,271.483,117.456,83.439,61.4,181.6225,32.4,162.841,,,,,,,
99.92,294.973,22.96,82.255,720.76,344.885,57.9,152.341,,,,,,,
49.792,286.441,1690.04,486.474,5.184,313.701,10.56,145.211,,,,,,,
5.94,275.172,85.96,479.104,14.7,200.511,1194.165,323.75625,,,,,,,
62.82,54.618,121.96,480.23,99.846,210.1225,801.6,516.05625,,,,,,,
99.98,54.633,23.92,480.47,699.98,204.9275,161.568,541.97325,,,,,,,
25.984,48.681,63.96,73.95,584.82,349.8365,16.096,543.35725,,,,,,,
410.352,149.784,629.95,209.9475,35.168,354.9535,7.656,246.73,,,,,,,
14.301,137.65425,113.73,207.89,64.704,346.168,311.976,124.324,,,,,,,
135.882,146.62975,14.6,205.56,105.52,197.553,599.97,233.9245,,,,,,,
35.34,148.96875,887.84,411.53,15.552,55.236,198.744,279.5865,,,,,,,
6.8,48.08075,106.8,280.7425,10.776,49.138,9.184,279.9685,,,,,,,
143.64,80.4155,70.95,270.0475,17.05,37.2245,69.712,219.4025,,,,,,,
100.24,71.505,34.944,275.1335,30.36,18.4345,8.792,71.608,,,,,,,
573.728,206.102,119.04,82.9335,1317.492,343.9195,14.62,25.577,,,,,,,
20.04,209.412,63.77,72.176,63.84,357.1855,416.32,127.361,,,,,,,
539.964,308.493,50.97,67.181,3.592,353.821,43,120.683,,,,,,,
50.232,295.991,96.08,82.465,301.96,421.721,182.94,164.22,,,,,,,
19.242,157.3695,1439.968,412.697,3504.9,968.573,60.83,175.7725,,,,,,,
216.4,206.4595,43.56,407.6445,144.12,988.643,389.97,169.185,,,,,,,
6.936,73.2025,68.16,411.942,314.55,1066.3825,735.98,342.43,,,,,,,
4.428,61.7515,62.24,403.482,53.248,1004.2045,13.36,300.035,,,,,,,
2152.776,595.135,29.97,50.9825,4.992,129.2275,163.764,325.7685,,,,,,,
273.568,609.427,66.294,56.666,3930.072,1075.7155,183.92,274.256,,,,,,,
149.9,645.168,291.168,112.418,2.304,997.654,6.48,91.881,,,,,,,
98.352,668.649,166.5,138.483,431.976,1092.336,71.928,106.523,,,,,,,
683.144,301.241,360.38,221.0855,41.72,1101.518,25.99,72.0795,,,,,,,
17.472,237.217,119.04,234.272,51.45,131.8625,33.93,34.582,,,,,,,
9.09,202.0145,22.14,167.015,7.83,133.244,222.32,88.542,,,,,,,
505.32,303.7565,13.98,128.885,35.4,34.1,210.564,123.201,,,,,,,
3.808,133.9225,21.36,44.13,29.9,31.145,101.94,142.1885,,,,,,,
8.682,131.725,3.444,15.231,36.56,27.4225,271.96,201.696,,,,,,,
24.424,135.5585,22.92,15.426,186.144,72.001,8.8,148.316,,,,,,,
16.14,13.2635,11.36,14.771,353.568,151.543,19.68,100.595,,,,,,,
222.666,67.978,14.592,13.079,54.96,157.808,302.94,150.845,,,,,,,
8.64,67.9675,311.98,90.213,332.94,231.903,14.94,86.59,,,,,,,
56.52,75.9915,22.45,90.0955,39.872,195.335,231.72,142.32,,,,,,,
2.688,72.6285,63.824,103.2115,13.68,110.363,16.34,141.485,,,,,,,
39.88,26.932,141.552,134.9515,10.44,99.233,225.296,122.074,,,,,,,
149.352,62.11,915.136,285.7405,136.464,50.114,50.352,130.927,,,,,,,
23.472,53.848,327.76,362.068,333.576,123.54,17.48,77.367,,,,,,,
31.104,60.952,88.776,368.306,12.544,123.256,3.52,74.162,,,,,,,
9.912,53.46,64.14,348.953,249.95,183.1335,1626.192,424.386,,,,,,,
1.365,16.46325,33.4,128.519,49.12,161.2975,124.404,442.899,,,,,,,
62.016,26.09925,210.84,99.289,10.56,80.5435,2.864,439.245,,,,,,,
53.2,31.62325,119.85,107.0575,3.744,78.3435,94.192,461.913,,,,,,,
146.82,65.85025,30.44,98.6325,4.08,16.876,2.112,55.893,,,,,,,
563.94,206.494,69.28,107.6025,18.9,9.321,29.97,32.2845,,,,,,,
15.66,194.905,587.97,201.885,2275.5,575.556,526.344,163.1545,,,,,,,
603.92,332.585,12.176,174.9665,1979.7,1069.545,13.128,142.8885,,,,,,,
