Sales 2016,Quantity 2016,Discount 2016,Profit 2016,Sales 2017,Quantity 2017,Discount 2017,Profit 2017,Sales 2018,Quantity 2018,Discount 2018,Profit 2018,Sales 2019,Quantity 2019,Discount 2019,Profit 2019,,,,,,,
,,,,683.332,4,0.15,-40.196,359.97,3,0,100.7916,167.94,3,0,82.2906,,,,,,,
,,,,29.96,7,0,13.482,12.96,2,0,6.2208,3.89,1,0,1.0114,,,,,,,
,,,,40.74,3,0,0.4074,116.82,3,0,5.841,164.88,3,0,80.7912,,,,,,,
,,,,55.264,2,0.2,20.724,276.784,2,0.2,89.9548,159.98,2,0,47.994,,,,,,,
,,,,6.48,1,0,3.1104,134.272,8,0.2,46.9952,20.664,7,0.2,6.9741,,,,,,,
,,,,34.248,3,0.2,11.5587,61.1,5,0,18.33,11.646,9,0.8,-17.469,,,,,,,
,,,,273.568,2,0.2,10.2588,10.496,4,0.2,1.1808,6.672,6,0.2,0.5004,,,,,,,
,,,,65.584,2,0.2,23.7742,26.85,3,0,5.1015,91.84,8,0,45.0016,,,,,,,
,,,,383.4656,4,0.32,-67.6704,3357.6,3,0.2,377.73,81.088,7,0.2,27.3672,,,,,,,
,,,,10.368,2,0.2,3.6288,248.43,5,0.3,-17.745,19.44,3,0,9.3312,,,,,,,
,,,,119.56,2,0,54.9976,11.648,4,0.8,-30.8672,451.152,3,0.2,0,,,,,,,
,,,,140.75,5,0,42.225,85.246,2,0.3,-1.2178,1.44,1,0.2,0.504,,,,,,,
,,,,85.98,1,0,22.3548,41.96,2,0,10.9096,61.776,13,0.2,20.8494,,,,,,,
,,,,31.5,10,0,15.12,451.152,3,0.2,0,241.96,2,0,60.49,,,,,,,
,,,,55.6,4,0,16.124,31.504,11,0.2,11.0264,108.608,4,0.2,9.5032,,,,,,,
,,,,,,,,562.2925,7,0.45,-255.5875,1704.89,11,0,767.2005,,,,,,,
,,,,,,,,11.264,8,0.2,1.2672,104.85,1,0,50.328,,,,,,,
,,,,,,,,284.08,10,0.2,24.857,104.75,5,0,21.9975,,,,,,,
,,,,,,,,18.496,4,0.2,6.7048,58.05,3,0,26.703,,,,,,,
,,,,,,,,14.73,3,0,7.2177,157.74,11,0,56.7864,,,,,,,
,,,,,,,,186.54,3,0,50.3658,56.98,7,0,22.792,,,,,,,
,,,,,,,,557.728,4,0.2,6.9716,2.88,1,0,1.4112,,,,,,,
,,,,,,,,159.968,4,0.2,-31.9936,49.12,4,0,23.0864,,,,,,,
,,,,,,,,20.16,7,0,9.8784,65.99,1,0,17.1574,,,,,,,
,,,,,,,,239.372,2,0.3,-23.9372,8.94,3,0,4.1124,,,,,,,
,,,,,,,,595,5,0,95.2,84.784,2,0.2,-20.1362,,,,,,,
,,,,,,,,199.75,5,0,87.89,112.12,5,0.2,42.045,,,,,,,
,,,,,,,,227.96,2,0,36.4736,1575.14,7,0,204.7682,,,,,,,
,,,,,,,,863.128,7,0.2,-32.3673,11.808,2,0.2,1.3284,,,,,,,
,,,,,,,,264.18,7,0,68.6868,9.656,1,0.2,1.5691,,,,,,,
,,,,,,,,156.512,4,0.2,52.8228,20.736,4,0.2,7.2576,,,,,,,
,,,,,,,,128.34,6,0,37.2186,27.36,3,0.7,-21.888,,,,,,,
,,,,,,,,999.98,2,0,449.991,2314.116,7,0.4,-1002.7836,,,,,,,
,,,,,,,,62.82,9,0,29.5254,34.236,4,0.7,-26.2476,,,,,,,
,,,,,,,,44.46,5,0.6,-17.784,19.76,2,0.2,5.928,,,,,,,
,,,,,,,,314.088,3,0.2,19.6305,10.16,2,0,3.4544,,,,,,,
,,,,,,,,185.88,6,0,83.646,217.764,6,0.7,-384.7164,,,,,,,
,,,,,,,,12.96,2,0,6.2208,39.072,6,0.2,4.3956,,,,,,,
,,,,,,,,82.64,2,0,7.4376,22.638,7,0.7,-16.6012,,,,,,,
,,,,,,,,31.02,2,0,8.0652,95.144,7,0.2,10.7037,,,,,,,
,,,,,,,,89.97,3,0,37.7874,17.46,2,0,5.9364,,,,,,,
,,,,,,,,35.97,3,0,9.7119,369.16,11,0.2,32.3015,,,,,,,
,,,,,,,,1266.86,7,0,291.3778,15.224,2,0.8,-38.8212,,,,,,,
,,,,,,,,743.988,2,0.4,-123.998,21.984,6,0.8,-56.0592,,,,,,,
,,,,,,,,368.91,9,0,180.7659,1793.98,2,0,843.1706,,,,,,,
,,,,,,,,8.02,1,0,3.7694,22.58,2,0,5.8708,,,,,,,
,,,,,,,,171.04,4,0,44.4704,171.288,3,0.2,-6.4233,,,,,,,
,,,,,,,,19.44,3,0,9.3312,15.552,3,0.2,5.4432,,,,,,,
,,,,,,,,2563.056,8,0.1,313.2624,17.92,5,0.2,1.12,,,,,,,
,,,,,,,,387.136,4,0.2,4.8392,83.92,4,0,21.8192,,,,,,,
,,,,,,,,3.762,3,0.7,-2.7588,6.63,3,0,3.1161,,,,,,,
,,,,,,,,34.86,2,0.7,-26.726,371.97,3,0,66.9546,,,,,,,
,,,,,,,,432.456,3,0.2,32.4342,20.64,5,0.2,2.322,,,,,,,
,,,,,,,,26.55,9,0,12.744,19.98,1,0,8.5914,,,,,,,
,,,,,,,,111.98,2,0,26.8752,160.93,7,0,3.2186,,,,,,,
,,,,,,,,32.4,5,0,15.552,75.792,3,0.2,25.5798,,,,,,,
,,,,,,,,41.86,7,0,19.2556,39.92,5,0.2,13.473,,,,,,,
,,,,,,,,77.56,2,0,35.6776,61.96,2,0,27.882,,,,,,,
,,,,,,,,37.17,9,0,11.151,19.936,4,0.2,7.2268,,,,,,,
,,,,,,,,15.624,2,0.8,-24.9984,87.8,4,0,43.9,,,,,,,
,,,,,,,,8.74,2,0,2.2724,221.382,2,0.1,2.4598,,,,,,,
,,,,,,,,44.75,5,0,20.585,5199.96,4,0,1351.9896,,,,,,,
,,,,,,,,11.21,1,0,3.363,63.824,2,0.2,13.5626,,,,,,,
,,,,,,,,354.9,5,0,88.725,435.168,4,0.2,-59.8356,,,,,,,
,,,,,,,,17.94,3,0,8.7906,14.9,5,0,6.854,,,,,,,
,,,,,,,,51.8,4,0,23.31,15.8,4,0,4.108,,,,,,,
,,,,,,,,7.7,2,0,3.157,72.9,5,0,26.973,,,,,,,
,,,,,,,,73.36,7,0,19.8072,206.352,3,0.2,5.1588,,,,,,,
,,,,,,,,186.54,3,0,41.0388,7.992,1,0.2,2.6973,,,,,,,
,,,,,,,,902.712,3,0.2,33.8517,41.96,2,0,2.9372,,,,,,,
,,,,,,,,120.666,2,0.15,21.294,227.84,4,0,66.0736,,,,,,,
,,,,,,,,82.26,3,0,33.7266,37.94,2,0,18.2112,,,,,,,
,,,,,,,,29.74,1,0,4.461,319.96,4,0,115.1856,,,,,,,
,,,,,,,,84.784,2,0.2,-20.1362,17.04,3,0,7.668,,,,,,,
,,,,,,,,241.5,4,0.3,0,344.91,3,0,10.3473,,,,,,,
,,,,,,,,59.97,3,0,14.9925,40.99,1,0,20.0851,,,,,,,
,,,,,,,,13.36,2,0,6.4128,143.7,3,0,68.976,,,,,,,
,,,,,,,,17.184,6,0.2,6.2292,6.48,1,0,3.1104,,,,,,,
,,,,,,,,137.94,3,0,35.8644,290.336,2,0.2,32.6628,,,,,,,
,,,,,,,,111.15,5,0,48.906,19.152,2,0.2,1.197,,,,,,,
,,,,,,,,901.95,3,0,297.6435,9.344,2,0.2,1.8688,,,,,,,
,,,,,,,,366.009,3,0.3,-47.0583,307.666,2,0.15,-14.4784,,,,,,,
,,,,,,,,105.52,4,0,48.5392,1115.91,9,0,200.8638,,,,,,,
,,,,,,,,630.024,4,0.4,-199.5076,128.744,7,0.2,-28.9674,,,,,,,
,,,,,,,,27.86,7,0,9.1938,79.92,10,0.2,26.973,,,,,,,
,,,,,,,,51.84,10,0.2,18.144,580.672,4,0.2,65.3256,,,,,,,
,,,,,,,,165.6,3,0.2,-6.21,18.936,3,0.2,5.9175,,,,,,,
,,,,,,,,18.432,8,0.7,-12.288,222.384,2,0.2,16.6788,,,,,,,
,,,,,,,,303.92,5,0.2,-30.392,50.454,6,0.7,-33.636,,,,,,,
,,,,,,,,10.584,3,0.2,3.4398,154.764,3,0.4,-36.1116,,,,,,,
,,,,,,,,431.94,2,0.4,-71.99,4.24,5,0.8,-6.36,,,,,,,
,,,,,,,,2.043,1,0.7,-1.4982,85.52,2,0,22.2352,,,,,,,
,,,,,,,,68.238,3,0.4,-12.5103,103.192,1,0.2,11.6091,,,,,,,
,,,,,,,,344.372,4,0.3,-93.4724,36,2,0,6.48,,,,,,,
,,,,,,,,1554.936,3,0.2,77.7468,239.96,4,0,115.1808,,,,,,,
,,,,,,,,127.88,5,0.6,-67.137,40.68,2,0,0.4068,,,,,,,
,,,,,,,,222.384,2,0.2,22.2384,42.76,1,0,11.1176,,,,,,,
,,,,,,,,8.928,2,0.2,3.1248,145.764,2,0.1,3.2392,,,,,,,
,,,,,,,,2678.94,6,0,241.1046,10.816,4,0.2,3.5152,,,,,,,
,,,,,,,,19.98,2,0,8.991,652.45,5,0.5,-430.617,,,,,,,
,,,,,,,,16.656,3,0.2,3.3312,66.645,3,0.5,-42.6528,,,,,,,
,,,,,,,,83.7,5,0,41.013,45.888,4,0.2,9.1776,,,,,,,
,,,,,,,,8749.95,5,0,2799.984,12.816,3,0.2,4.3254,,,,,,,
,,,,,,,,36.4,8,0,18.2,314.352,3,0.2,-15.7176,,,,,,,
,,,,,,,,18.69,7,0,7.1022,18.98,2,0,8.9206,,,,,,,
,,,,,,,,165.6,3,0.2,-6.21,18.24,6,0.2,6.156,,,,,,,
,,,,,,,,366.744,4,0.3,-110.0232,67.144,7,0.2,5.8751,,,,,,,
,,,,,,,,8.856,9,0.8,-14.1696,254.058,3,0.3,-32.6646,,,,,,,
,,,,,,,,27.96,5,0.2,8.388,35.2,5,0,16.544,,,,,,,
,,,,,,,,146.352,3,0.2,49.3938,239.358,3,0.3,-47.8716,,,,,,,
,,,,,,,,25.584,2,0.2,8.9544,254.604,14,0.3,-18.186,,,,,,,
,,,,,,,,73.784,2,0.6,-77.4732,7.968,2,0.2,2.6892,,,,,,,
,,,,,,,,3.64,2,0,0.9828,595,5,0,95.2,,,,,,,
,,,,,,,,54.992,14,0.2,8.9362,79.872,3,0.2,29.952,,,,,,,
,,,,,,,,12.99,1,0,0.2598,0.99,1,0,0.4356,,,,,,,
,,,,,,,,33.36,4,0,16.68,101.84,5,0.2,36.917,,,,,,,
,,,,,,,,13.76,2,0,6.3296,435.84,12,0,130.752,,,,,,,
,,,,,,,,496.86,7,0,24.843,5.88,2,0,1.5876,,,,,,,
,,,,,,,,389.97,3,0,35.0973,39.984,2,0.2,-1.4994,,,,,,,
,,,,,,,,20.24,1,0,8.7032,45,3,0,4.95,,,,,,,
,,,,,,,,39.92,4,0,11.1776,17.9,5,0,8.771,,,,,,,
,,,,,,,,32.54,2,0,15.9446,40.48,2,0,17.4064,,,,,,,
,,,,,,,,1056.86,7,0,158.529,2154.9,5,0,129.294,,,,,,,
,,,,,,,,453.576,3,0.2,39.6879,369.544,7,0.2,27.7158,,,,,,,
,,,,,,,,45.36,9,0.2,14.742,10.368,2,0.2,3.7584,,,,,,,
,,,,,,,,287.88,3,0.2,35.985,791.88,3,0.2,128.6805,,,,,,,
,,,,,,,,131.88,3,0.2,14.8365,673.344,3,0.3,-76.9536,,,,,,,
,,,,,,,,2.328,2,0.6,-0.7566,9.96,2,0,4.6812,,,,,,,
,,,,,,,,1454.9,5,0,378.274,11.648,2,0.2,4.0768,,,,,,,
,,,,,,,,67.176,3,0.2,6.7176,18.176,4,0.2,5.9072,,,,,,,
,,,,,,,,15.232,4,0.2,5.5216,59.712,6,0.2,5.9712,,,,,,,
,,,,,,,,31.104,6,0.2,10.8864,24.84,3,0.2,8.694,,,,,,,
,,,,,,,,968.744,7,0.2,314.8418,904.9,5,0,253.372,,,,,,,
,,,,,,,,222.352,13,0.2,77.8232,63.312,3,0.2,20.5764,,,,,,,
,,,,,,,,479.984,2,0.2,89.997,96.784,4,0.8,-145.176,,,,,,,
,,,,,,,,10.272,3,0.2,3.21,10.476,3,0.6,-6.8094,,,,,,,
,,,,,,,,2.61,1,0,1.2006,209.94,6,0,39.8886,,,,,,,
,,,,,,,,67.136,4,0.2,25.176,31.984,2,0.2,-7.996,,,,,,,
,,,,,,,,30.08,2,0.2,-5.264,5083.96,5,0.2,1906.485,,,,,,,
,,,,,,,,165.6,3,0.2,-6.21,348.56,8,0,104.568,,,,,,,
,,,,,,,,180.96,5,0.2,13.572,11.07,3,0,5.2029,,,,,,,
,,,,,,,,39.68,2,0,10.3168,1504.52,4,0,346.0396,,,,,,,
,,,,,,,,479.97,3,0,177.5889,25.92,4,0,12.4416,,,,,,,
,,,,,,,,7.38,2,0,3.4686,37.66,7,0,18.4534,,,,,,,
,,,,,,,,14.256,3,0.2,4.455,9.46,2,0,3.6894,,,,,,,
,,,,,,,,81.98,2,0,40.1702,27.396,9,0.8,-42.4638,,,,,,,
,,,,,,,,39.624,3,0.2,13.8684,13.456,1,0.8,-23.548,,,,,,,
,,,,,,,,39.808,4,0.2,3.9808,46.36,4,0,15.2988,,,,,,,
,,,,,,,,177.45,5,0.5,-78.078,87.92,4,0,26.376,,,,,,,
,,,,,,,,1369.764,6,0.7,-913.176,510.24,3,0.2,6.378,,,,,,,
,,,,,,,,9.48,3,0.2,0.711,204.95,5,0,100.4255,,,,,,,
,,,,,,,,194.352,3,0.2,19.4352,13.05,5,0,6.003,,,,,,,
,,,,,,,,704.76,5,0.2,26.4285,152.65,5,0,70.219,,,,,,,
,,,,,,,,27.396,3,0.7,-20.0904,22.72,1,0,9.3152,,,,,,,
,,,,,,,,0.836,1,0.8,-1.3376,14.73,3,0,7.2177,,,,,,,
,,,,,,,,30.96,6,0.2,11.223,11.68,2,0,4.2048,,,,,,,
,,,,,,,,49.5,5,0,13.365,124.75,5,0,57.385,,,,,,,
,,,,,,,,16.52,5,0.2,1.652,547.3,13,0,175.136,,,,,,,
,,,,,,,,55.36,4,0.2,19.376,307.776,7,0.2,111.5688,,,,,,,
,,,,,,,,11.56,1,0.2,3.757,599.985,5,0.7,-479.988,,,,,,,
,,,,,,,,8.608,8,0.8,-13.3424,18.528,2,0.2,4.4004,,,,,,,
,,,,,,,,159.56,5,0.2,33.9065,1875.258,7,0.4,-968.8833,,,,,,,
,,,,,,,,2104.55,7,0,694.5015,49.96,2,0,9.4924,,,,,,,
,,,,,,,,40.7,5,0,11.803,12.96,2,0,6.2208,,,,,,,
,,,,,,,,21.21,7,0,4.4541,10.64,4,0,2.7664,,,,,,,
,,,,,,,,231.72,2,0,11.586,52.792,1,0.2,4.6193,,,,,,,
,,,,,,,,17.9,5,0,8.95,29.472,3,0.2,9.9468,,,,,,,
,,,,,,,,12.48,2,0,5.616,56.56,4,0,14.7056,,,,,,,
,,,,,,,,259.896,2,0.4,-56.3108,32.7,3,0,8.502,,,,,,,
,,,,,,,,247.188,2,0.4,-49.4376,123.256,7,0.2,9.2442,,,,,,,
,,,,,,,,279.96,5,0.2,48.993,23.68,4,0.2,7.4,,,,,,,
,,,,,,,,450,5,0,162,309.576,4,0.4,-56.7556,,,,,,,
,,,,,,,,115.136,8,0.2,11.5136,16.68,3,0.2,5.2125,,,,,,,
,,,,,,,,64.384,4,0.8,-160.96,1633.188,4,0.7,-1306.5504,,,,,,,
,,,,,,,,6.984,2,0.6,-4.5396,8.96,2,0,4.3008,,,,,,,
,,,,,,,,11.264,8,0.2,3.9424,31.5,10,0,15.12,,,,,,,
,,,,,,,,15.552,3,0.2,5.6376,30.56,2,0,10.3904,,,,,,,
,,,,,,,,379.372,2,0.3,-119.2312,24.368,2,0.2,-3.3506,,,,,,,
,,,,,,,,67.536,9,0.2,6.7536,91.275,1,0.5,-67.5435,,,,,,,
,,,,,,,,1.524,2,0.8,-2.667,2.072,2,0.8,-3.5224,,,,,,,
,,,,,,,,37.408,7,0.2,13.0928,328.3992,3,0.32,-91.7586,,,,,,,
,,,,,,,,25.344,6,0.2,8.8704,39.624,3,0.2,13.8684,,,,,,,
,,,,,,,,535.41,3,0,160.623,284.364,2,0.4,-75.8304,,,,,,,
,,,,,,,,73.2,5,0,21.228,665.408,2,0.2,66.5408,,,,,,,
,,,,,,,,93.248,4,0.2,31.4712,13.36,4,0,4.1416,,,,,,,
,,,,,,,,177.48,3,0.2,19.9665,39.96,2,0,18.7812,,,,,,,
,,,,,,,,37.68,2,0,10.5504,145.85,5,0,70.008,,,,,,,
,,,,,,,,51.84,8,0,24.8832,3.75,1,0,1.8,,,,,,,
,,,,,,,,27.42,3,0,9.3228,20.928,4,0.2,7.5864,,,,,,,
,,,,,,,,5.4,3,0,2.592,45.528,3,0.2,15.9348,,,,,,,
,,,,,,,,1270.99,1,0,635.495,24.55,5,0,12.0295,,,,,,,
,,,,,,,,125.36,8,0,58.9192,4.768,2,0.2,-0.7748,,,,,,,
,,,,,,,,14.03,1,0,4.0687,6.672,1,0.2,2.502,,,,,,,
,,,,,,,,27.96,2,0,7.2696,4.448,2,0.2,1.112,,,,,,,
,,,,,,,,146.952,3,0.2,9.1845,43.936,4,0.2,6.0412,,,,,,,
,,,,,,,,83.136,4,0.2,5.196,15.984,2,0.2,1.3986,,,,,,,
,,,,,,,,3.536,2,0.2,0.3094,14.352,3,0.2,4.485,,,,,,,
,,,,,,,,528.43,5,0.3,0,683.952,3,0.2,42.747,,,,,,,
,,,,,,,,41.472,8,0.2,14.5152,45.696,3,0.2,5.1408,,,,,,,
,,,,,,,,20.416,4,0.2,6.6352,1439.92,8,0,374.3792,,,,,,,
,,,,,,,,1128.39,3,0,259.5297,262.11,1,0,62.9064,,,,,,,
,,,,,,,,12.96,2,0,6.2208,5.184,1,0.2,1.8144,,,,,,,
,,,,,,,,45.98,2,0,12.8744,478.48,2,0.2,47.848,,,,,,,
,,,,,,,,1294.75,5,0,336.635,28.4,2,0.2,6.745,,,,,,,
,,,,,,,,221.98,2,0,62.1544,909.12,8,0,9.0912,,,,,,,
,,,,,,,,341.96,2,0,54.7136,17.856,4,0.2,2.0088,,,,,,,
,,,,,,,,40.48,2,0,14.5728,23.992,2,0.8,-62.3792,,,,,,,
,,,,,,,,207.144,3,0.1,48.3336,8.559,1,0.7,-6.5619,,,,,,,
,,,,,,,,13.9,5,0,3.753,161.568,2,0.2,16.1568,,,,,,,
,,,,,,,,33.44,10,0.2,11.704,4.064,1,0.2,1.3716,,,,,,,
,,,,,,,,89.97,3,0,39.5868,6.216,4,0.7,-4.9728,,,,,,,
,,,,,,,,31.86,2,0,11.151,329.988,2,0.4,-76.9972,,,,,,,
,,,,,,,,686.4,2,0.2,77.22,71.376,3,0.2,-4.461,,,,,,,
,,,,,,,,185.376,2,0.2,-34.758,38.82,6,0,19.41,,,,,,,
,,,,,,,,58.924,1,0.8,-153.2024,21.9,5,0,10.512,,,,,,,
,,,,,,,,50.12,7,0.2,-0.6265,11199.968,4,0.2,3919.9888,,,,,,,
,,,,,,,,449.97,3,0,220.4853,2399.6,8,0,647.892,,,,,,,
,,,,,,,,1927.59,7,0,751.7601,63.9,5,0,28.755,,,,,,,
,,,,,,,,121.78,2,0,30.445,52.99,1,0,0.5299,,,,,,,
,,,,,,,,312.03,3,0,43.6842,177.225,5,0.5,-120.513,,,,,,,
,,,,,,,,17.94,3,0,3.0498,333.09,3,0,23.3163,,,,,,,
,,,,,,,,165.6,3,0.2,10.35,248.98,2,0,54.7756,,,,,,,
,,,,,,,,37.52,4,0,18.0096,36.44,4,0,12.0252,,,,,,,
,,,,,,,,32.064,3,0.6,-12.8256,3.168,4,0.7,-2.5344,,,,,,,
,,,,,,,,18.496,4,0.2,6.7048,579.136,4,0.2,-28.9568,,,,,,,
,,,,,,,,191.079,3,0.3,-38.2158,32.7,5,0.4,-6.54,,,,,,,
,,,,,,,,10.368,2,0.2,3.6288,31.68,4,0.2,11.088,,,,,,,
,,,,,,,,30.53,1,0,14.0438,863.88,3,0.2,107.985,,,,,,,
,,,,,,,,30.84,3,0,6.168,11.56,2,0,5.6644,,,,,,,
,,,,,,,,75.06,9,0,33.777,26.4,5,0,11.88,,,,,,,
,,,,,,,,66.976,7,0.2,6.6976,69.08,11,0,29.0136,,,,,,,
,,,,,,,,856.656,6,0.2,107.082,35.88,3,0,10.0464,,,,,,,
,,,,,,,,13.184,4,0.8,-20.4352,3.564,3,0.8,-6.237,,,,,,,
,,,,,,,,48.784,4,0.8,-131.7168,823.96,5,0.2,51.4975,,,,,,,
,,,,,,,,76.64,2,0.2,26.824,10.272,3,0.2,0.8988,,,,,,,
,,,,,,,,18.528,6,0.8,-27.792,9.762,3,0.8,-15.1311,,,,,,,
,,,,,,,,52.68,3,0.2,19.755,13.72,1,0.2,1.2005,,,,,,,
,,,,,,,,11.568,3,0.2,2.6028,55.2,1,0.2,-2.07,,,,,,,
,,,,,,,,1439.968,4,0.2,143.9968,259.136,4,0.2,-58.3056,,,,,,,
,,,,,,,,1.728,3,0.8,-2.6784,240.744,4,0.3,-13.7568,,,,,,,
,,,,,,,,626.1,3,0.5,-538.446,35,4,0,14.7,,,,,,,
,,,,,,,,16.74,2,0,4.3524,210.68,2,0,50.5632,,,,,,,
,,,,,,,,4.158,7,0.7,-3.465,637.896,3,0.3,-127.5792,,,,,,,
,,,,,,,,179.991,3,0.7,-251.9874,43.44,8,0,21.2856,,,,,,,
,,,,,,,,273.96,2,0,71.2296,2.22,1,0,0.666,,,,,,,
,,,,,,,,89.97,3,0,18.8937,517.405,5,0.3,-81.3065,,,,,,,
,,,,,,,,756.8,5,0,75.68,11.68,4,0,5.256,,,,,,,
,,,,,,,,72,1,0.2,14.4,19.99,1,0,6.7966,,,,,,,
,,,,,,,,470.155,7,0.3,-13.433,6.16,2,0,2.9568,,,,,,,
,,,,,,,,2.334,3,0.8,-6.3018,356.85,5,0,60.6645,,,,,,,
,,,,,,,,1.728,4,0.8,-2.7648,251.58,7,0,113.211,,,,,,,
,,,,,,,,159.04,5,0.6,-194.824,61.542,1,0.4,-13.3341,,,,,,,
,,,,,,,,145.98,2,0.5,-99.2664,81.438,7,0.7,-65.1504,,,,,,,
,,,,,,,,135.8,7,0,66.542,33.282,3,0.7,-27.735,,,,,,,
,,,,,,,,13.488,2,0.2,4.3836,118.65,5,0.4,19.775,,,,,,,
,,,,,,,,11.416,1,0.2,3.8529,14.76,5,0.2,4.9815,,,,,,,
,,,,,,,,17.64,3,0,8.6436,55.616,2,0.2,5.5616,,,,,,,
,,,,,,,,17.04,3,0.2,5.538,7.056,3,0.2,2.205,,,,,,,
,,,,,,,,98.328,3,0.2,9.8328,27.184,2,0.2,2.0388,,,,,,,
,,,,,,,,20.97,3,0,9.0171,556.665,5,0.15,6.549,,,,,,,
,,,,,,,,139.96,4,0,9.7972,95.84,4,0.2,34.742,,,,,,,
,,,,,,,,37.74,3,0,12.8316,15.84,2,0.2,5.544,,,,,,,
,,,,,,,,14.82,3,0,6.2244,8.448,2,0.2,2.64,,,,,,,
,,,,,,,,191.82,3,0,61.3824,189.576,1,0.2,9.4788,,,,,,,
,,,,,,,,9892.74,13,0,4946.37,71.96,5,0.2,7.196,,,,,,,
,,,,,,,,479.97,3,0,163.1898,44.784,1,0.2,16.2342,,,,,,,
,,,,,,,,1115.17,7,0,334.551,56.784,7,0.2,20.5842,,,,,,,
,,,,,,,,36.48,6,0,18.24,5.607,3,0.7,-3.9249,,,,,,,
,,,,,,,,90.48,2,0,23.5248,6.576,3,0.2,0.5754,,,,,,,
,,,,,,,,215.976,3,0.2,-2.6997,47.98,2,0,23.99,,,,,,,
,,,,,,,,65.94,3,0,30.9918,24,2,0.2,-2.7,,,,,,,
,,,,,,,,16.56,2,0,7.7832,15.552,3,0.2,5.4432,,,,,,,
,,,,,,,,279.95,5,0,67.188,26.176,2,0.2,-3.272,,,,,,,
,,,,,,,,318.08,4,0,34.9888,77.952,3,0.2,15.5904,,,,,,,
,,,,,,,,5.8,1,0,2.61,147.184,2,0.2,-29.4368,,,,,,,
,,,,,,,,276.784,2,0.2,89.9548,47.952,3,0.2,16.1838,,,,,,,
,,,,,,,,93.032,2,0.8,-251.1864,21.93,3,0,10.3071,,,,,,,
,,,,,,,,454.965,5,0.3,-136.4895,46.96,8,0,22.5408,,,,,,,
,,,,,,,,295.4,5,0.2,-62.7725,9.64,2,0,3.6632,,,,,,,
,,,,,,,,623.96,5,0.2,38.9975,88.752,3,0.2,27.735,,,,,,,
,,,,,,,,22.05,7,0,10.584,13.904,2,0.2,5.214,,,,,,,
,,,,,,,,99.9,5,0,46.953,43.86,6,0,20.6142,,,,,,,
,,,,,,,,78.759,9,0.7,-57.7566,148.48,2,0.2,16.704,,,,,,,
,,,,,,,,9.552,3,0.6,-3.8208,7.42,2,0,3.71,,,,,,,
,,,,,,,,5.344,4,0.6,-2.1376,71.992,1,0.2,-0.8999,,,,,,,
,,,,,,,,301.47,3,0.5,-241.176,19.9,5,0,6.567,,,,,,,
,,,,,,,,18.656,2,0.2,1.6324,1702.12,14,0,510.636,,,,,,,
,,,,,,,,129.552,3,0.2,-22.6716,20.736,4,0.2,7.2576,,,,,,,
,,,,,,,,51.984,1,0.2,-5.1984,7.168,2,0.2,0.9856,,,,,,,
,,,,,,,,10.272,3,0.2,3.4668,11.168,2,0.2,-2.5128,,,,,,,
,,,,,,,,43.6,4,0,12.208,442.4,7,0.2,-55.3,,,,,,,
,,,,,,,,99.98,2,0,42.9914,97.568,2,0.2,-6.098,,,,,,,
,,,,,,,,8.04,6,0,2.7336,614.272,8,0.2,-23.0352,,,,,,,
,,,,,,,,1564.29,13,0,406.7154,199.98,2,0,37.9962,,,,,,,
,,,,,,,,19.312,2,0.2,3.1382,16.192,2,0.6,-8.5008,,,,,,,
,,,,,,,,4.338,3,0.7,-3.0366,251.006,2,0.3,-68.1302,,,,,,,
,,,,,,,,11.88,5,0.7,-7.92,54.192,6,0.2,4.0644,,,,,,,
,,,,,,,,405.86,7,0,32.4688,105.98,7,0,4.2392,,,,,,,
,,,,,,,,680.01,3,0,176.8026,35.06,2,0,10.518,,,,,,,
,,,,,,,,4476.8,4,0.2,503.64,33.94,1,0,9.1638,,,,,,,
,,,,,,,,104.85,1,0,50.328,30,8,0,14.4,,,,,,,
,,,,,,,,241.44,3,0,72.432,5.248,2,0.2,0.5904,,,,,,,
,,,,,,,,319.76,14,0,147.0896,508.768,4,0.2,38.1576,,,,,,,
,,,,,,,,45.68,2,0,21.0128,9.912,3,0.2,3.2214,,,,,,,
,,,,,,,,31.96,2,0,1.598,25.12,5,0.2,7.85,,,,,,,
,,,,,,,,47.9,1,0,22.992,2665.62,9,0,239.9058,,,,,,,
,,,,,,,,1112.94,3,0,222.588,189.7,10,0,91.056,,,,,,,
,,,,,,,,22.92,3,0,11.2308,40.99,1,0,20.0851,,,,,,,
,,,,,,,,31.086,3,0.7,-20.724,23.85,5,0,10.7325,,,,,,,
,,,,,,,,13.98,2,0,3.9144,18.24,3,0,9.12,,,,,,,
,,,,,,,,23.65,1,0,6.149,27.78,6,0,9.1674,,,,,,,
,,,,,,,,120.98,1,0,12.098,76.58,7,0,38.29,,,,,,,
,,,,,,,,315.98,1,0,148.5106,8.8,5,0,4.224,,,,,,,
,,,,,,,,28.752,3,0.2,10.0632,590.352,6,0.2,206.6232,,,,,,,
,,,,,,,,114.95,5,0,32.186,5.58,3,0,0.1674,,,,,,,
,,,,,,,,23.04,8,0,6.912,25.02,3,0,10.5084,,,,,,,
,,,,,,,,15.48,3,0,4.4892,452.55,7,0,22.6275,,,,,,,
,,,,,,,,51.84,8,0,24.8832,5.32,2,0,2.6068,,,,,,,
,,,,,,,,32.4,5,0,15.552,975.92,4,0,292.776,,,,,,,
