Sales 2016,Profit 2016,Sales 2017,Profit 2017,Sales 2018,Profit 2018,Sales 2019,Profit 2019,,z-Test: Two Sample for Means,,
35.168,-8.3524,5.64,2.7072,22.14,6.4206,63.92,19.176,,,,
4.448,0.3336,37.94,18.2112,11.277,-8.6457,71.976,8.997,,,,
5.184,1.8792,42.8,19.26,4.448,0.3336,19.44,9.3312,,,,
15.552,5.4432,33.63,10.089,44.76,14.547,8.856,-6.8634,,,,
14.56,6.2608,195.64,91.9508,7.872,0.8856,164.736,-39.1248,,,,
52.512,19.692,239.9,71.97,88.04,22.8904,470.302,-87.3418,,,,
186.912,-35.046,463.248,-1181.2824,40.635,-32.508,47.984,5.998,,,,
10.048,3.14,383.952,47.994,13.48,6.74,181.86,50.9208,,,,
232.55,9.302,10.512,3.6792,29.8,9.3125,291.136,-25.4744,,,,
49.98,8.4966,70.008,24.5028,414,124.2,47.976,4.7976,,,,
19.44,9.3312,77.6,38.024,41.328,14.9814,19.56,1.7115,,,,
12.96,6.3504,464.85,92.97,39.92,11.1776,4.26,1.7466,,,,
35.34,13.4292,35.96,10.4284,287.968,-3.5996,44.4,22.2,,,,
68.46,31.4916,14.952,5.4201,2799.96,944.9865,84.55,22.8285,,,,
2799.96,1371.9804,12.536,4.2309,48.94,24.47,17.94,8.7906,,,,
601.3,198.429,1.08,-0.792,257.499,24.2352,119.96,7.4975,,,,
16.99,4.4174,4.512,0.846,79.12,13.846,239.976,26.9973,,,,
287.97,80.6316,16.776,1.6776,637.896,-127.5792,31.168,9.3504,,,,
44.82,21.0654,1268.82,266.4522,287.91,33.5895,120.96,-28.224,,,,
1214.85,352.3065,283.92,82.3368,36.6,11.895,2239.936,223.9936,,,,
2.688,0.84,5.68,1.7608,236.88,66.3264,76.608,6.7032,,,,
6.6,2.904,12.96,6.2208,29.9,14.651,142.776,17.847,,,,
887.103,177.4206,85.9,2.577,100,21,91.36,29.692,,,,
3.9,1.521,2.512,-4.396,18.693,-14.3313,698.352,52.3764,,,,
12.84,5.778,18.864,6.1308,383.952,76.7904,77.728,-3.8864,,,,
15.84,7.128,467.04,58.38,68.112,17.8794,14.016,4.7304,,,,
73.915,-45.8273,128.85,3.8655,39.992,7.4985,301.96,90.588,,,,
62.94,11.9586,8.4,4.116,13.14,-21.681,180.66,50.5848,,,,
535.41,160.623,199.98,83.9916,10.024,-16.5396,191.98,51.8346,,,,
617.7,-407.682,110.98,15.5372,156.3728,-52.8908,65.99,17.1574,,,,
85.96,40.4012,717.12,152.388,60.048,22.518,1212.96,90.972,,,,
13.12,4.3296,21.36,7.209,5.022,-3.5154,18.54,8.7138,,,,
45.66,22.3734,6.688,2.3408,302.384,30.2384,16.68,4.3368,,,,
158.13,77.4837,773.94,224.4426,20.952,7.0713,19.44,9.3312,,,,
43.6,4.36,7.24,1.1765,11.784,3.9771,192.16,92.2368,,,,
164.22,50.9082,55.936,18.8784,20.7,9.936,5.936,-8.904,,,,
81.98,40.1702,18.432,5.9904,10.95,3.285,479.952,107.9892,,,,
362.94,36.294,20.32,3.556,14.352,4.6644,23.92,1.794,,,,
493.43,-70.49,714.3,207.147,4.312,-6.8992,51.312,17.9592,,,,
631.782,140.396,2321.9,1114.512,1219.96,381.2375,155.25,46.575,,,,
32.97,12.8583,17.94,3.0498,6.924,-10.386,14.03,4.0687,,,,
107.648,33.64,9.522,-6.9828,18.9,8.694,12.224,4.4312,,,,
196.776,14.7582,791.964,-131.994,38.088,-27.9312,2.304,-3.5712,,,,
2.92,-4.818,4.923,-3.9384,2.808,-1.9656,9.36,-16.38,,,,
801.568,-10.0196,687.4,48.118,12.84,3.7236,146.352,-32.9292,,,,
83.88,30.1968,199.836,-37.1124,14.2,6.532,3404.5,1668.205,,,,
21.864,3.5529,716,193.32,12.96,6.2208,101.34,8.1072,,,,
8.544,-7.476,221.06,103.8982,58.34,28.0032,917.9235,75.5937,,,,
105.52,48.5392,18.54,8.7138,46.35,21.7845,38.88,19.0512,,,,
15.84,0,24.4,7.93,81.94,20.485,74.352,23.235,,,,
44.4,22.2,398.4,84.66,98.16,9.816,97.82,45.9754,,,,
17.904,6.2664,7.056,0.7938,9.99,4.4955,103.12,10.312,,,,
97.44,35.0784,1352.3976,-437.5404,24.7,10.374,11.184,0.8388,,,,
182.112,61.4628,26.4,11.88,394.816,93.7688,153.584,-32.6366,,,,
579.528,83.7096,41.88,0.8376,18.192,-14.5536,2.264,-5.2072,,,,
435.999,20.5176,43.98,21.99,128.4,64.2,0.444,-1.11,,,,
6.63,1.7901,377.97,105.8316,1.964,-3.2406,146.176,47.5072,,,,
300.5328,-97.2312,123.96,11.1564,22.48,10.3408,760.116,-43.4352,,,,
421.372,-6.0196,62.8,15.7,11.416,-18.8364,38.784,7.272,,,,
500.24,145.0696,20.736,7.2576,149.97,5.9988,122.328,1.5291,,,,
1.632,0.5508,5.792,-9.5568,27.81,13.0707,6.888,-11.0208,,,,
267.96,16.7475,466.158,-93.2316,88.08,40.5168,457.485,-84.9615,,,,
145.568,0,10.312,-1.289,751.92,150.384,129.3,6.465,,,,
8,3.84,2.556,-1.7892,196.784,-22.1382,11.568,3.7596,,,,
64.704,-4.8528,51.45,13.8915,863.128,-160.2952,50.32,21.1344,,,,
20.12,9.2552,19.152,6.4638,3.564,-6.237,24.56,11.5432,,,,
896.99,421.5853,40.032,12.51,956.6648,-225.0976,239.97,71.991,,,,
23.34,10.9698,16.776,5.0328,12.588,-20.1408,9.82,4.8118,,,,
348.488,117.6147,66.36,23.226,171.96,45.1395,149.95,14.995,,,,
172.736,-30.2288,17.496,-7.4358,207.76,85.1816,51.312,18.6006,,,,
22.5,10.8,34.44,16.1868,9099.93,2365.9818,31.104,10.8864,,,,
9.96,4.5816,629.93,296.0671,9.96,3.2868,5.248,0.5904,,,,
213.08,102.2784,79.056,28.6578,25.3,11.891,4.464,0.3348,,,,
585.552,73.194,107.976,37.7916,59.752,19.4194,32.4,15.552,,,,
21.98,9.891,8.096,2.7324,7.752,2.8101,503.96,125.99,,,,
15.36,7.68,119.9,43.164,33.568,11.7488,17.92,2.464,,,,
21.184,4.7664,28.4,13.064,9.21,2.3025,41.256,-34.38,,,,
87.54,37.6422,212.94,34.0704,18,8.28,82.4,40.376,,,,
11.96,5.8604,105.584,9.2386,631.782,140.396,6.24,3.0576,,,,
603.92,45.294,68.72,-14.603,60.72,26.1096,447.84,219.4416,,,,
357.93,7.1586,170.352,-17.0352,111.96,54.8604,37.608,12.6927,,,,
15.216,2.2824,3.408,0.8946,104.9,50.352,10.332,-7.5768,,,,
331.96,149.382,37.68,15.8256,39.68,16.2688,31.155,-23.8855,,,,
337.088,16.8544,258.576,19.3932,51.75,24.84,8.928,0.6696,,,,
16.272,-3.8646,75.84,29.5776,103.968,16.8948,3.036,-5.0094,,,,
19.36,9.2928,1801.632,-337.806,43.92,11.8584,487.96,146.388,,,,
13.98,4.0542,748.752,-162.2296,25.032,7.8225,21.744,6.795,,,,
19.05,8.9535,199.96,15.9968,70.368,6.1572,95.92,25.8984,,,,
204.6,53.196,1516.2,394.212,59.96,21.7355,385.6,111.824,,,,
16.176,6.066,104.23,28.1421,361.376,27.1032,35.82,11.8206,,,,
409.272,-81.8544,70.26,18.9702,199.9,89.955,276.69,49.8042,,,,
19.44,9.3312,9.26,3.0558,901.95,297.6435,172.764,32.6332,,,,
1.869,-1.3083,105.98,4.2392,971.5,252.59,182.994,-320.2395,,,,
23.472,7.6284,1.24,0.5828,11.328,2.5488,10.272,3.21,,,,
7.36,0.1472,20.7,9.936,9.08,4.086,2.88,1.3536,,,,
41.4,19.872,28.9,14.161,314.55,150.984,102.93,48.3771,,,,
67.176,-20.1528,27.18,12.7746,4.91,2.3077,71.04,26.64,,,,
32.896,11.1024,465.18,120.9468,20,9.6,5.344,0.7348,,,,
22.776,7.6869,36.63,9.8901,7.98,2.0748,11.304,-2.1195,,,,
43.68,11.7936,20.768,-52.9584,24.1,9.158,871.4,148.138,,,,
57.4,10.906,12.576,4.0872,8.75,2.625,148.48,16.704,,,,
2.672,0.334,182.91,53.0439,842.94,160.1586,400.784,-5.0098,,,,
16.656,-3.123,99.372,-7.098,2.182,-3.6003,83.76,1.6752,,,,
252,53.55,33.568,-5.4548,27.384,2.7384,4.54,2.043,,,,
36.288,12.7008,715.2,178.8,26.406,-71.2962,15.92,5.4128,,,,
6.16,2.9568,6.16,2.9568,10.368,3.6288,543.92,135.98,,,,
98.376,35.6613,36.84,17.3148,23.68,7.4,526.45,31.587,,,,
29.94,-23.952,51.588,-15.4764,109.95,36.2835,431.928,64.7892,,,,
17.472,5.6784,16.9,6.253,965.85,135.219,239.97,67.1916,,,,
36.738,-9.1845,25.08,9.0288,29.2,10.512,358.2,41.79,,,,
179.94,-44.985,6.68,2.004,32.4,15.552,545.916,72.7888,,,,
2348.82,399.2994,31.92,2.394,25.4,8.636,13.872,4.6818,,,,
13.12,3.8048,26.976,8.7672,43.96,20.6612,273.552,-13.6776,,,,
117.36,36.3816,244.55,4.891,1279.165,225.735,272.94,0,,,,
18.94,9.47,12.24,5.7528,27.92,0.5584,102.368,37.1084,,,,
55.984,4.1988,13.98,6.0114,15.26,5.0358,28.4,8.236,,,,
14.48,4.887,899.95,53.997,43.32,14.2956,713.88,214.164,,,,
199.98,75.9924,31.95,2.2365,43.584,15.7992,68.52,31.5192,,,,
15.24,5.1816,32.34,15.5232,116.28,56.9772,191.646,31.941,,,,
258.279,-70.1043,39.9,19.95,9.296,3.0212,20.07,9.2322,,,,
144.96,60.8832,15.552,5.4432,19.44,9.3312,19.44,9.3312,,,,
143.432,3.5858,347.361,-69.4722,314.55,150.984,126.3,40.416,,,,
17.46,8.2062,10.368,3.6288,12.96,6.2208,1287.45,244.6155,,,,
122.352,13.7646,36.288,12.7008,23.2,8.12,1295.78,310.9872,,,,
31.776,-19.0656,150.384,15.0384,37.3,17.158,362.94,90.735,,,,
28.8,10.08,1640.7,459.396,81.96,39.3408,11.54,5.77,,,,
2.94,0.7938,270,97.2,54.792,-40.1808,312.552,101.5794,,,,
57.408,5.7408,99.6,36.852,10.784,0.8088,5.184,1.8144,,,,
118,20.06,62.296,21.0249,290.98,75.6548,895.92,302.373,,,,
589.41,-6.549,10.71,2.7846,21.4,10.058,130.71,39.213,,,,
15.84,7.128,3.592,-6.286,48.664,15.8158,11.68,3.0368,,,,
1049.93,293.9804,7.656,-6.1248,16.56,6.9552,62.31,22.4316,,,,
154.9,40.274,145.9,62.737,2.296,-3.9032,638.82,185.2578,,,,
535.41,160.623,239.97,2.3997,408.006,72.5344,30.69,7.9794,,,,
129.92,21.112,160.32,44.8896,40.44,10.5144,25.16,8.5544,,,,
99.2,25.792,128.85,3.8655,56.82,28.41,21.392,-54.5496,,,,
2.624,0.2952,37.94,18.2112,657.93,184.2204,307.314,-39.5118,,,,
122.352,13.7646,79.96,27.986,33.48,8.7048,409.9992,-96.4704,,,,
47.984,13.1956,17.43,8.0178,13.9,3.614,75.792,25.5798,,,,
11.64,3.3756,6.16,1.9712,26.86,6.715,1044.63,-295.9785,,,,
5.94,1.6038,56.3,15.764,25.632,3.8448,248.57,67.1139,,,,
331.536,-82.884,6.48,3.1104,23.616,7.9704,22.23,9.7812,,,,
13.92,4.872,1325.85,238.653,8.26,3.7996,1001.584,125.198,,,,
247.716,93.5816,14.94,6.8724,17.76,4.9728,569.058,-178.8468,,,,
46.872,3.5154,10.9,3.597,302.384,30.2384,14.224,-10.3124,,,,
63.47,19.041,68.62,32.2514,146.352,-5.4882,19.52,5.368,,,,
3.16,-8.532,590.352,206.6232,7.9,2.054,435.999,5.1294,,,,
1999.96,624.9875,7.78,2.0228,902.712,33.8517,204.95,100.4255,,,,
333.576,25.0182,53.04,-4.641,53.97,15.1116,1085.42,282.2092,,,,
30.48,7.9248,443.92,8.8784,33.92,13.2288,443.92,13.3176,,,,
433.568,-65.0352,152.8,76.4,31.36,15.68,169.99,78.1954,,,,
1395.54,362.8404,17.94,8.7906,47.616,3.5712,25.92,12.4416,,,,
8.92,3.9248,192.22,69.1992,23.48,8.218,163.96,59.4355,,,,
18.9,8.694,355.36,92.3936,62.79,-166.3935,5.232,-8.1096,,,,
77.52,37.9848,140.376,8.7735,28.44,4.266,23.99,5.5177,,,,
1298.55,311.652,98.352,35.6526,77.55,20.163,287.97,77.7519,,,,
801.568,50.098,275.058,-90.3762,24.88,6.9664,9.552,1.5522,,,,
272.848,27.2848,27.36,9.3024,140.75,39.41,167.968,62.988,,,,
279.96,78.3888,44.75,20.585,36.63,9.8901,273.896,92.4399,,,,
12.912,4.6806,134.99,36.4473,1599.92,751.9624,597.132,49.761,,,,
17.088,5.7672,26.4,12.672,11.09,5.4341,545.85,114.6285,,,,
93.15,44.712,542.94,141.1644,145.764,-8.098,32.896,11.1024,,,,
11.52,5.6448,79.44,30.1872,434.646,62.7822,215.148,-103.9882,,,,
26.136,1.9602,357.93,7.1586,3,1.05,30.96,11.223,,,,
9.64,4.7236,127.764,21.294,7.506,-6.0048,59.98,26.3912,,,,
3.912,1.0269,2799.944,1014.9797,16.56,5.796,2395.2,209.58,,,,
7.632,-1.8126,19.44,9.3312,79.92,34.3656,1687.8,742.632,,,,
245.98,27.0578,619.95,111.591,69.98,13.2962,7.992,2.6973,,,,
447.86,219.4514,29.16,8.4564,283.14,72.358,258.9,93.204,,,,
17.94,8.7906,57.96,27.2412,635.96,165.3496,24.56,11.5432,,,,
245.88,68.8464,29.403,5.2272,118.99,33.3172,129.39,54.3438,,,,
14.352,5.0232,8.72,2.289,272.94,30.0234,87.92,0.8792,,,,
55.92,16.776,91.176,4.5588,29.61,13.3245,24,-2.7,,,,
44.4,22.2,159.968,29.994,863.928,86.3928,102.3,26.598,,,,
21.4,9.63,899.91,395.9604,241.92,-56.448,332.028,-348.6294,,,,
11.56,5.6644,946.344,118.293,163.88,-81.94,11.394,-17.6607,,,,
1628.82,260.6112,5.56,1.4456,3.486,-2.7888,15.552,5.6376,,,,
7.31,3.4357,46.152,12.1149,10.584,-2.3814,31.104,11.2752,,,,
15.384,4.0383,32.985,-1.9791,440.91,123.4548,6.316,-10.4214,,,,
183.372,-7.8588,1448.82,209.274,8.712,-19.602,79.96,22.3888,,,,
59.98,26.3912,353.88,17.694,65.17,18.8993,2.946,-2.2586,,,,
25.92,12.4416,3.15,1.512,14.62,6.8714,16.056,5.8203,,,,
45.92,22.5008,22.72,10.224,173.24,17.324,239.24,23.924,,,,
10.5,2.94,14.91,4.6221,14.73,7.2177,122.136,-13.7403,,,,
5.312,-1.5936,1158.12,335.8548,9.888,-6.9216,17.472,6.3336,,,,
545.88,70.9644,599.99,233.9961,671.544,50.3658,252,93.24,,,,
575.928,57.5928,71.976,24.2919,15.576,3.3099,87.21,-45.3492,,,,
7.78,2.0228,2.21,0.5967,658.746,146.388,15.552,5.4432,,,,
123.92,55.764,15.52,7.4496,25.35,7.605,683.988,-113.998,,,,
657.93,-93.99,36.44,16.398,35.28,11.9952,13.392,1.0044,,,,
4.992,-12.9792,15.984,1.1988,33.4,16.032,16.776,4.8231,,,,
87.92,29.673,105.52,48.5392,837.6,62.82,527.92,85.787,,,,
605.34,145.2816,91.96,15.6332,40.68,-9.153,5.94,0.1188,,,,
328.59,-147.8655,1487.976,185.997,5.904,1.9926,7.56,3.0996,,,,
32.06,15.3888,19.44,9.3312,13.712,1.0284,24.56,11.5432,,,,
409.59,-122.877,11.672,-0.7295,11.952,4.1832,12.96,4.1472,,,,
19.86,5.7594,519.96,176.7864,6.24,1.872,145.9,62.737,,,,
591.32,112.3508,64.2,-42.8,8.67,4.0749,198.46,99.23,,,,
25.92,12.4416,38.52,-26.964,25.71,6.6846,786.48,385.3752,,,,
91.36,42.0256,72.6,-8.1675,57.582,-44.1462,23.168,7.8192,,,,
93.888,12.9096,83.7,3.348,31.104,10.8864,50,10.5,,,,
5.214,-4.1712,32.4,15.552,30.192,8.3028,75.18,35.3346,,,,
129.92,10.3936,47.98,11.0354,43.6,4.36,15.84,4.9104,,,,
63.92,3.196,415.968,51.996,4.768,0.4172,86.376,30.2316,,,,
19.44,9.3312,304.9,6.098,10.38,-7.612,18.24,6.2016,,,,
55.48,26.6304,80.96,29.1456,13.392,-9.8208,13.12,4.3296,,,,
91.92,11.49,777.21,54.4047,380.058,-21.7176,83.92,5.8744,,,,
7.08,2.478,32.4,15.552,1199.976,179.9964,141.9,58.179,,,,
11.36,5.3392,225.568,2.8196,48.576,9.7152,39.98,9.1954,,,,
36.4,17.472,36.6,15.372,17.94,8.073,28.91,8.673,,,,
3.152,0.4728,715.64,178.91,44.856,-35.8848,174.95,45.487,,,,
616.998,-36.294,795.51,143.1918,30.345,-24.276,52.76,24.2696,,,,
19.432,-49.5516,549.99,274.995,127.554,-9.111,1.08,-0.792,,,,
153.824,38.456,74.76,34.3896,77.952,15.5904,8.84,2.9835,,,,
49.408,18.528,29.22,12.8568,13.776,4.4772,58.464,-146.16,,,,
146.352,-9.147,33.488,-1.2558,5.553,-4.0722,228.92,14.3075,,,,
14.76,4.2804,23.04,-4.896,14.96,0.2992,526.45,31.587,,,,
11.76,3.1752,1.362,-2.1792,1793.98,843.1706,274.8,134.652,,,,
17.67,7.7748,14.76,-11.439,20.368,7.3834,195.64,3.9128,,,,
323.976,28.3479,301.96,45.294,49.848,16.8237,257.98,74.8142,,,,
11.808,3.9852,7.968,2.8884,2.214,-1.476,119.04,48.8064,,,,
26.16,1.962,11.736,1.0269,182.67,52.9743,18.84,7.9128,,,,
33.57,-25.737,45.68,21.0128,101.7,6.102,298.464,26.1156,,,,
1604.9,481.47,24.192,7.56,1126.02,56.301,41.91,10.8966,,,,
385.686,-60.6078,14.9,1.043,1263.3,315.825,8.67,4.0749,,,,
7.16,-0.0895,87.71,41.2237,8.82,2.5578,132.6,17.238,,,,
4.224,1.2672,199.764,8.8784,37.94,18.2112,30.32,11.8248,,,,
49.568,17.3488,94.6,27.434,4.2,1.176,1287.45,244.6155,,,,
142.488,-3.5622,4228.704,158.5764,227.28,2.2728,168.1,43.706,,,,
15.552,5.4432,2003.92,-25.049,47.9,22.992,71.952,5.3964,,,,
7.64,3.7436,209.97,58.7916,61.96,30.3604,29.8,9.3125,,,,
88.776,7.7679,659.9,217.767,1117.92,55.896,3.816,1.1925,,,,
18.24,-14.592,110.96,53.2608,26.352,-18.4464,39.594,-7.2589,,,,
2.394,-6.3441,67.8,1.356,173.94,38.2668,91.008,19.3392,,,,
58.32,27.9936,25.9,12.691,231.98,67.2742,360.38,93.6988,,,,
200.97,50.2425,414.96,124.488,96.08,46.1184,13.56,6.2376,,,,
3.488,1.1772,109.764,8.5372,11.68,3.942,4.448,1.4456,,,,
143.856,48.5514,68.52,31.5192,4.36,1.7876,276.69,49.8042,,,,
1421.664,-734.5264,74.94,14.2386,12.42,5.2164,4.96,2.3312,,,,
1.044,-1.827,2548.56,286.713,61.192,6.1192,71.92,20.8568,,,,
33.552,12.582,271.44,122.148,67.84,18.3168,18.84,7.9128,,,,
1737.18,503.7822,287.88,35.985,7.764,-5.176,140.97,19.7358,,,,
704.25,84.51,15.24,5.1816,207.984,-28.5978,470.376,52.9173,,,,
141.76,66.6272,19.568,-52.8336,36.112,12.6392,9.248,3.3524,,,,
36.36,12.2715,310.392,-512.1468,35.568,5.7798,1889.946,-377.9892,,,,
24.588,-38.1114,238.152,89.307,88.768,31.0688,62.04,4.653,,,,
13.984,4.7196,16.146,-12.9168,12.9,6.321,396.92,148.845,,,,
31.68,9.8208,1345.485,-1031.5385,20.568,1.5426,239.456,17.9592,,,,
151.92,45.576,57.75,16.17,4.356,-11.7612,13.12,2.132,,,,
196.62,96.3438,272.4,76.272,19.04,-1.428,26.55,13.0095,,,,
144.12,69.1776,142.04,38.3508,84.84,22.9068,310.443,-48.7839,,,,
15.96,7.98,14.67,6.0147,15.552,5.4432,6.56,1.9024,,,,
7.752,2.8101,1199.96,224.9925,1325.76,149.148,7.83,3.6018,,,,
15.28,7.4872,12.6,6.174,3.108,-2.1756,41.9,8.799,,,,
65.97,31.0059,17.94,8.073,109.592,8.2194,664.146,88.5528,,,,
66.58,15.9792,23.904,7.7688,56.7,27.783,8.96,4.3904,,,,
68.704,16.3172,88.96,10.008,69.5,20.155,179.94,50.3832,,,,
43.92,12.7368,152.688,-26.7204,191.6,91.968,872.94,157.1292,,,,
29.7,13.365,3.488,0.5668,10.56,5.0688,12.96,6.2208,,,,
67.194,-51.5154,5.888,-1.3248,72.64,21.792,71.372,-1.0196,,,,
25.248,4.1028,29.22,12.8568,772.47,146.7693,2.912,0.91,,,,
89.34,24.1218,6.48,3.1104,39.92,11.1776,242.352,15.147,,,,
40.08,19.2384,13.632,3.5784,212.94,25.5528,7.904,2.1736,,,,
35.98,10.0744,20.96,6.812,26.49,7.4172,269.98,67.495,,,,
5.96,1.6688,27.696,3.462,67.71,32.5008,99.9,47.952,,,,
83.92,-13.637,73.164,-186.5682,129.92,38.976,39.08,14.4596,,,,
51.016,8.2901,115.44,30.0144,467.46,191.6586,479.984,89.997,,,,
945.036,-299.2614,117.456,44.046,61.4,28.858,32.4,15.552,,,,
99.92,-1.249,22.96,11.2504,720.76,187.3976,57.9,28.95,,,,
49.792,-11.8256,1690.04,422.51,5.184,1.8144,10.56,0,,,,
5.94,0,85.96,24.0688,14.7,3.969,1194.165,210.735,,,,
62.82,30.7818,121.96,57.3212,99.846,-83.205,801.6,-448.896,,,,
99.98,34.993,23.92,11.7208,699.98,195.9944,161.568,10.098,,,,
25.984,-1.624,63.96,6.396,584.82,70.1784,16.096,5.2312,,,,
410.352,-51.294,629.95,176.386,35.168,8.3524,7.656,-6.1248,,,,
14.301,-10.4874,113.73,32.9817,64.704,23.4552,311.976,-42.8967,,,,
135.882,24.1568,14.6,6.862,105.52,48.5392,599.97,69.9965,,,,
35.34,13.4292,887.84,17.7568,15.552,5.4432,198.744,-14.196,,,,
6.8,0.51,106.8,10.68,10.776,3.3675,9.184,1.148,,,,
143.64,10.773,70.95,20.5755,17.05,8.184,69.712,8.714,,,,
100.24,33.831,34.944,11.7936,30.36,13.0548,8.792,-5.7148,,,,
573.728,-64.5444,119.04,35.712,1317.492,292.776,14.62,6.8714,,,,
20.04,8.8176,63.77,28.6965,63.84,18.5136,416.32,112.4064,,,,
539.964,-107.9928,50.97,13.2522,3.592,1.1225,43,20.21,,,,
50.232,-10.0464,96.08,46.1184,301.96,33.2156,182.94,27.441,,,,
19.242,-13.4694,1439.968,485.9892,3504.9,700.98,60.83,30.415,,,,
216.4,56.264,43.56,-4.9005,144.12,69.1776,389.97,132.5898,,,,
6.936,2.3409,68.16,27.9456,314.55,150.984,735.98,331.191,,,,
4.428,-6.8634,62.24,29.2528,53.248,19.968,13.36,6.4128,,,,
2152.776,726.5619,29.97,0.2997,4.992,1.6848,163.764,25.4744,,,,
273.568,-34.196,66.294,-103.8606,3930.072,-786.0144,183.92,31.2664,,,,
149.9,40.473,291.168,-14.5584,2.304,0.7776,6.48,3.1752,,,,
98.352,-24.588,166.5,21.645,431.976,32.3982,71.928,6.2937,,,,
683.144,0,360.38,93.6988,41.72,5.7365,25.99,7.5371,,,,
17.472,5.6784,119.04,30.9504,51.45,13.8915,33.93,-22.62,,,,
9.09,1.9089,22.14,6.4206,7.83,3.6018,222.32,25.011,,,,
505.32,31.5825,13.98,6.0114,35.4,13.452,210.564,-52.641,,,,
3.808,1.2376,21.36,8.1168,29.9,13.455,101.94,29.5626,,,,
8.682,-14.7594,3.444,-2.5256,36.56,12.796,271.96,67.99,,,,
24.424,7.9378,22.92,11.2308,186.144,60.4968,8.8,3.872,,,,
16.14,7.9086,11.36,5.5664,353.568,-44.196,19.68,5.7072,,,,
222.666,10.4784,14.592,4.9248,54.96,15.9384,302.94,69.6762,,,,
8.64,2.5056,311.98,93.594,332.94,6.6588,14.94,7.1712,,,,
56.52,21.4776,22.45,10.327,39.872,12.9584,231.72,11.586,,,,
2.688,1.008,63.824,9.5736,13.68,3.6936,16.34,7.6798,,,,
39.88,11.1664,141.552,-26.541,10.44,4.8024,225.296,22.5296,,,,
149.352,50.4063,915.136,102.9528,136.464,15.3522,50.352,17.6232,,,,
23.472,4.9878,327.76,91.7728,333.576,33.3576,17.48,4.5448,,,,
31.104,10.8864,88.776,7.7679,12.544,4.704,3.52,1.6896,,,,
9.912,3.2214,64.14,16.6764,249.95,19.996,1626.192,121.9644,,,,
1.365,-0.91,33.4,16.032,49.12,23.0864,124.404,-21.3264,,,,
62.016,22.4808,210.84,103.3116,10.56,4.752,2.864,-4.5824,,,,
53.2,14.896,119.85,52.734,3.744,-2.6208,94.192,-164.836,,,,
146.82,73.41,30.44,14.9156,4.08,1.9176,2.112,-3.3792,,,,
563.94,112.788,69.28,33.2544,18.9,8.694,29.97,14.0859,,,,
15.66,7.2036,587.97,170.5113,2275.5,386.835,526.344,-75.192,,,,
603.92,75.49,12.176,4.4138,1979.7,653.301,13.128,4.2666,,,,
58.48,27.4856,37.32,10.4496,62.1,29.808,11.68,5.4896,,,,
6999.96,2239.9872,35.06,10.518,68.95,28.959,159.75,11.1825,,,,
12.96,6.2208,2.412,-2.01,296.37,80.0199,41.4,19.872,,,,
112.648,11.2648,8.39,2.0975,39.98,1.999,13.92,4.35,,,,
223.056,69.705,337.98,101.394,9.216,3.3408,63.312,20.5764,,,,
23.968,7.7896,56.3,15.764,28.048,3.506,399.95,143.982,,,,
521.96,-250.5408,311.15,146.2405,187.056,11.691,15.192,5.5071,,,,
7.83,3.6018,12.96,6.3504,33.568,11.7488,58.32,27.9936,,,,
159.98,57.5928,177.48,19.9665,63.94,24.9366,121.536,15.192,,,,
717.72,71.772,454.272,-73.8192,60.6,20.4525,2399.96,839.986,,,,
102.624,7.6968,23.52,8.526,22.72,6.5888,20.23,9.5081,,,,
10.984,-7.9634,180.96,13.572,41.92,15.196,3.304,1.0738,,,,
13.392,3.1806,7.104,2.4864,329.584,37.0782,20.096,3.0144,,,,
19.44,9.5256,10.76,5.1648,87.28,41.0216,37.752,4.2471,,,,
8.288,2.6936,45.68,21.0128,27.24,9.534,138.588,-34.647,,,,
345,58.65,6.7,2.211,70.56,23.9904,259.92,-25.992,,,,
9.96,4.8804,158.376,13.8579,81.96,22.9488,20.736,7.2576,,,,
797.944,-56.996,3.44,0.559,151.192,13.2293,298.116,-4.2588,,,,
17.9,8.95,84.96,6.372,15.54,7.6146,1649.95,659.98,,,,
3266.376,1061.5722,131.98,35.6346,105.552,35.6238,362.352,45.294,,,,
629.064,31.4532,114.52,11.452,25.92,9.072,91.032,-2.2758,,,,
67.9932,-12.9987,962.08,156.338,15.808,5.3352,14.89,4.0203,,,,
10.78,-17.248,12.843,-9.8463,10.368,3.7584,543.92,135.98,,,,
25.78,2.578,295.456,96.0232,63.2,23.384,23.88,10.5072,,,,
2.502,-2.0016,20.94,6.0726,39,11.31,26.2,12.052,,,,
132.16,9.912,135.09,62.1414,2.907,-2.0349,12.96,6.2208,,,,
17.904,-31.332,279.86,64.3678,556.665,6.549,234.95,32.893,,,,
124.032,44.9616,90.06,41.4276,445.96,55.745,194.848,12.178,,,,
25.128,-6.9102,158.99,41.3374,36.24,15.2208,9.984,3.6192,,,,
170.352,19.1646,291.1,75.686,10.65,5.0055,14.98,4.1944,,,,
11.52,3.2256,155.88,38.97,224.75,62.93,1145.6,100.24,,,,
69.264,14.6224,327.564,21.8376,280.782,-60.8361,34.848,6.534,,,,
236.5,68.585,1522.638,169.182,31.984,1.1994,22,1.375,,,,
36.544,11.8768,173.94,50.4426,11.232,3.9312,4.368,0.3822,,,,
11.12,5.4488,34.65,9.702,1649.95,659.98,90.57,11.7741,,,,
5.92,2.8416,19.8,1.7325,111.9,51.474,2.896,0.4706,,,,
